world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
2002,Senegal,Korea/Japan,Quarter-finals,3.0,5.0,2.0,7.0,6.0,0.7391304347826086,2002-05-31,2002-05-15,Senegal,42.0,669.430447319209,637.213530563724,603.233162455158,677.516338727268,-0.4672643161142545,-0.4690170606740328,-0.4708657448852995,-0.4668244074077821,0.409,0.404,0.398,0.392,58.912,58.158,57.615,57.315,1.581768829,1.648962223,1.716155618,1.747028259
2006,Senegal,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Senegal,28.0,1017.20196747987,979.846101520171,918.102079522155,817.888034221442,-0.4483439878707497,-0.45037631428279,-0.4537354656093187,-0.4591875584972672,0.438,0.43,0.423,0.416,61.801,60.98,60.308,59.474,1.539999962,1.380188645,1.44738204,1.514575434
2010,Senegal,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Senegal,75.0,1275.88357492357,1308.69404336205,1398.79218010021,1188.93877808175,-0.4342705498815459,-0.4324855134519026,-0.4275837712953665,-0.4390007362250168,0.477,0.47,0.462,0.45,64.221,63.751,63.201,62.653,2.220000076,2.050000048,1.880000019,1.70999999
2014,Senegal,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Senegal,74.0,1398.89137601382,1379.83196553924,1326.83798848379,1374.67591873844,-0.4275783745934023,-0.4286152918836398,-0.4314984015769081,-0.4288958039217301,0.508,0.504,0.499,0.491,66.001,65.638,65.229,64.799,2.65593493,2.779999971,2.585000038,2.390000105
2018,Senegal,Russia,Group stage,1.0,3.0,1.0,4.0,4.0,0.6956521739130435,2018-06-14,2018-06-07,Senegal,27.0,1452.55612562445,1356.80518449031,1266.43957151587,1218.00613555438,-0.424658771868977,-0.4298680519015843,-0.4347843459633064,-0.437419341795998,0.522,0.517,0.516,0.509,67.379,67.059,66.724,66.451,2.998349905,2.829999924,2.891940117,2.531869888
2022,Senegal,Qatar,Round of 16,2.0,4.0,2.0,5.0,7.0,0.6538461538461539,2022-11-20,2022-10-06,Senegal,18.0,1574.0281059306,1598.10676952274,1461.08720350553,1431.18128932159,-0.4180501521098917,-0.4167401649705832,-0.4241946430245381,-0.4258216586942537,0.526,0.522,0.522,0.52,67.788,66.868,67.496,67.668,2.934554012,2.934554012,2.887631869,2.84145999
1994,Serbia,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,,,2349.40645150289,2349.40645150289,2349.40645150289,2349.40645150289,-0.3758660974628751,-0.3758660974628751,-0.3758660974628751,-0.3758660974628751,0.686,0.686,0.686,0.686,72.304,71.876,71.628,71.938,6.844268198,6.707985016,6.571701834,6.435418651
1998,Serbia,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,,,2775.47372982047,3573.50440240049,3053.90516860949,2349.40645150289,-0.3526861293163713,-0.3092696866282999,-0.3375382120494086,-0.3758660974628751,0.699,0.698,0.692,0.686,72.299,72.947,72.916,72.726,7.256287122,7.164375208,7.072463295,6.980551381
2002,Serbia,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,,,2390.73459447107,1812.42088281393,974.725469278615,2768.91041346166,-0.3736176613911368,-0.4050805173697339,-0.4506548996102479,-0.3530432031210845,0.711,0.707,0.701,0.685,72.599,72.275,72.334,69.994,7.699999809,7.570055379,7.44011095,7.348199036
2006,Serbia,Germany,Group stage,1.0,3.0,0.0,2.0,10.0,0.3478260869565217,2006-06-09,2006-05-17,,,4492.7136699046,3807.97417321786,3597.08798057009,3153.9011312754,-0.2592605856598974,-0.2965134809878997,-0.3079866343532917,-0.3320979838335092,0.753,0.743,0.732,0.72,73.395,73.115,72.867,72.722,9.393333117,8.96999979,8.546666463,8.123333136
2010,Serbia,South Africa,Group stage,1.0,3.0,1.0,2.0,3.0,0.5652173913043478,2010-06-11,2010-05-26,Serbia,15.0,5970.92660940072,6414.0448463847,7376.73517910716,6081.08765700202,-0.1788391813535816,-0.1547315646903572,-0.102356899037623,-0.1728459269913438,0.775,0.774,0.773,0.763,74.376,74.106,73.904,73.724,10.36999989,10.30000019,10.23999977,9.816666444
2014,Serbia,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Serbia,30.0,6886.67809068704,7040.41812068781,6263.04086072815,7082.2861666075,-0.1290181994416396,-0.1206540532618804,-0.162946857804007,-0.118376244051544,0.795,0.792,0.788,0.785,75.478,75.346,75.089,74.719,10.72000027,10.56000042,10.56500006,10.56999969
2018,Serbia,Russia,Group stage,1.0,3.0,1.0,2.0,4.0,0.5217391304347826,2018-06-14,2018-06-07,Serbia,34.0,7559.86165747394,6548.03653824187,5982.37030126471,5820.3215576888,-0.0923939984551489,-0.1474418165514957,-0.178216593263895,-0.1870327706739582,0.814,0.808,0.806,0.802,76.036,75.792,75.737,75.653,11.26499987,11.15999985,11.13000011,11.02000046
2022,Serbia,Qatar,Group stage,1.0,3.0,0.0,5.0,8.0,0.6153846153846154,2022-11-20,2022-10-06,Serbia,21.0,10022.9688543402,9680.52798074468,8098.70955668849,7755.632986437,0.0416100644483321,0.0229797472520689,-0.0630782594269722,-0.0817431613683827,0.826,0.807,0.809,0.817,75.478,72.853,74.507,76.058,11.64171812,11.64171812,11.50505687,11.36999989
1994,Slovakia,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Slovakia,44.0,3820.96427542658,3143.10143068756,2959.33644860111,2726.59305498582,-0.2958067612496298,-0.3326855359135619,-0.3426831739580204,-0.355345456946789,0.72,0.71,0.702,0.697,72.329,71.88,71.365,70.921,8.089999962,7.779999924,7.469999886,7.159999847
1998,Slovakia,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Slovakia,40.0,5560.916177503,5172.41757491248,5247.70081044708,4882.51158238228,-0.2011455851418568,-0.2222816490718756,-0.2181859038915638,-0.2380538334528635,0.758,0.747,0.74,0.729,72.573,72.689,72.739,72.254,9.330000114,9.020000076,8.710000038,8.4
2002,Slovakia,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Slovakia,49.0,6554.62808369461,5712.47802761654,5421.6448441887,5651.62327514236,-0.1470832069576446,-0.1928999417032673,-0.20872256942165,-0.1962107127849729,0.79,0.781,0.774,0.765,73.765,73.571,73.139,72.963,10.48400021,10.26000023,9.950000191,9.640000153
2006,Slovakia,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Slovakia,41.0,13167.8954730379,11641.5410321763,10650.1290097126,8675.39633696465,0.2127081575296951,0.1296676399401834,0.0757303857311428,-0.031703915801956,0.824,0.815,0.806,0.796,74.416,74.156,74.217,73.819,11.38000011,11.15600014,10.93200016,10.70800018
2010,Slovakia,South Africa,Round of 16,2.0,4.0,1.0,5.0,7.0,0.2608695652173913,2010-06-11,2010-05-26,Slovakia,34.0,16899.448680529,16586.7527805228,18744.3192278346,16110.4817265237,0.4157213643363313,0.3987093069206399,0.5160905846384157,0.3727980285319438,0.851,0.845,0.842,0.834,75.496,75.218,74.864,74.495,12.27600002,12.05200005,11.82800007,11.60400009
2014,Slovakia,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Slovakia,49.0,18770.9289896545,18312.7805149823,17516.9691054078,18469.4354316836,0.5175382748572164,0.4926129459485854,0.4493172411073154,0.5011356750196094,0.859,0.858,0.856,0.856,76.848,76.514,76.176,76.018,12.43999958,12.43999958,12.38000011,12.5
2018,Slovakia,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Slovakia,28.0,19573.3717031314,17645.5298716761,16636.0769133073,16442.0760860018,0.5611947523300631,0.4563115225709299,0.4013927606496222,0.3908382467824838,0.868,0.865,0.864,0.861,77.265,77.22,77.216,76.65,12.86999989,12.77000046,12.71000004,12.64000034
2022,Slovakia,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Slovakia,55.0,21334.6011006572,22132.4483028948,19735.4858280801,19406.0589683582,0.657013519484728,0.7004199805644724,0.5700144867796263,0.5520921902232955,0.873,0.859,0.867,0.871,77.036,74.59,76.864,77.686,13.10320397,13.10320397,13.00624316,12.90999985
1994,Slovenia,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Slovenia,79.0,8243.89895545106,7254.58887417768,7151.15243829224,7229.31149788617,-0.0551793058818519,-0.1090022050762812,-0.1146296104439969,-0.1103774075550495,0.756,0.746,0.741,0.736,73.906,73.584,73.419,73.475,8.506923235,8.174615567,7.842307898,7.510000229
1998,Slovenia,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Slovenia,94.0,11131.5666628231,10436.7260661871,10796.7399446283,10738.0887611468,0.1019227502508858,0.0641203098463571,0.0837066772095556,0.0805157901500651,0.802,0.789,0.778,0.768,75.139,74.989,74.797,74.419,9.836153911,9.503846242,9.171538573,8.839230904
2002,Slovenia,Korea/Japan,Group stage,1.0,3.0,0.0,2.0,7.0,0.1739130434782608,2002-05-31,2002-05-15,Slovenia,25.0,11639.1297780477,10375.6255869861,10135.7219109212,11401.4906790909,0.1295364569164253,0.0607961701301885,0.0477443357077654,0.1166078256309302,0.855,0.845,0.829,0.82,76.316,76.181,75.83,75.454,11.16538459,10.83307692,10.50076925,10.16846158
2006,Slovenia,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Slovenia,71.0,19563.005059144,17969.7095907161,17103.8297783905,14711.674874253,0.5606307604685831,0.473948351174061,0.4268406114113103,0.2966966710027282,0.883,0.876,0.87,0.865,77.82,77.503,76.932,76.317,11.81000042,11.68000031,11.82999992,11.49769225
2010,Slovenia,South Africa,Group stage,1.0,3.0,1.0,3.0,3.0,0.3043478260869565,2010-06-11,2010-05-26,Slovenia,25.0,23329.8417691156,24501.7897290425,27461.9764165315,23725.1596001515,0.765563547832601,0.8293227655968362,0.9903701790350348,0.787070608330983,0.896,0.894,0.894,0.888,79.301,79.027,78.595,78.285,12.06000042,12.02999973,11.90999985,11.75
2014,Slovenia,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Slovenia,25.0,24013.0682060959,23236.9655321695,22442.1417859955,24940.6284841605,0.8027341259361089,0.7605106645826157,0.7172686930537313,0.8531975592802518,0.907,0.907,0.897,0.897,80.252,80.088,79.765,79.588,12.43000031,12.38000011,12.27999973,12.21000004
2018,Slovenia,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Slovenia,56.0,25888.0481065655,23303.077705959,21447.8377796036,20697.2748530619,0.9047414298995562,0.7641074629300224,0.663174101966814,0.6223401172546269,0.922,0.918,0.914,0.909,80.861,80.616,80.512,80.499,12.75,12.69999981,12.67000008,12.56999969
2022,Slovenia,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Slovenia,63.0,28373.8382265999,29187.369382785,25392.0651093612,25814.1687167572,1.0399795454122478,1.0842392838296695,0.8777577335176113,0.900722060214088,0.926,0.924,0.918,0.923,80.793,80.434,80.364,81.007,12.95120192,12.95120192,12.8753791,12.80000019
1994,South Africa,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,South Africa,76.0,3488.59711541763,3399.64009566241,3462.39400202835,3243.23616023953,-0.3138890233101507,-0.3187286835921518,-0.3153145900330897,-0.3272377581575726,0.654,0.65,0.645,0.641,62.069,62.618,62.839,62.983,8.128341938,7.771165622,7.413989307,7.056812991
1998,South Africa,France,Group stage,1.0,3.0,0.0,3.0,6.0,0.1739130434782608,1998-06-10,1998-05-20,South Africa,24.0,3309.60933087472,3700.23554789867,3617.55336002932,3855.6340871567,-0.323626760412847,-0.3023749447288102,-0.3068732260534469,-0.2939205682175743,0.634,0.642,0.649,0.654,59.912,60.538,61.079,61.603,7.872331168,8.076726864,8.281122559,8.485518254
2002,South Africa,Korea/Japan,Group stage,1.0,3.0,1.0,5.0,5.0,0.1739130434782608,2002-05-31,2002-05-15,South Africa,37.0,2688.23676032806,2847.15191945908,3217.84693448467,3242.36830483958,-0.3574322111605732,-0.3487865147785386,-0.3286190457480817,-0.3272849733781501,0.614,0.613,0.618,0.626,55.58,57.161,58.368,59.19,8.520000458,7.670000076,7.463539778,7.667935473
2006,South Africa,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,South Africa,53.0,6077.38293388876,5836.87663325127,5221.46333731721,4062.21755993786,-0.1730474805208617,-0.186132100418978,-0.2196133399382762,-0.2826815020833003,0.622,0.616,0.613,0.61,54.22,53.914,53.963,54.245,8.949999809,8.899999619,8.819999695,8.760000229
2010,South Africa,South Africa,Group stage,1.0,3.0,1.0,3.0,5.0,0.1304347826086956,2010-06-11,2010-05-26,South Africa,83.0,7973.47195771517,6374.70560042992,6184.75474328399,6591.85535960564,-0.069891745706438,-0.1568717958569937,-0.1672059732090546,-0.1450578764201618,0.669,0.657,0.643,0.632,58.886,57.413,55.982,54.948,9.670000076,9.600000381,9.220000267,9.079999924
2014,South Africa,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,South Africa,65.0,6856.73137092522,7331.65467384919,8076.97678479741,8646.05571071635,-0.1306474351175458,-0.1048094804234415,-0.0642606195513162,-0.0333001772762463,0.713,0.705,0.696,0.683,63.184,62.388,61.737,60.602,10.14999962,10.03999996,9.930000305,9.68999958
2018,South Africa,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,South Africa,74.0,6914.1780318076,6618.33508255701,5651.20585165749,6112.27382485974,-0.127522079482082,-0.1436172608982078,-0.1962334224920434,-0.171149259787967,0.732,0.726,0.722,0.722,65.726,65.422,64.749,64.053,10.75500011,10.14000034,10.18499994,10.22999954
2022,South Africa,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,South Africa,67.0,6523.41097815853,6843.39941886204,5580.60383075189,6533.71121032856,-0.1487815573092832,-0.131372753018924,-0.2000744886310177,-0.1482211785481033,0.737,0.721,0.724,0.742,65.454,62.01,65.15,66.071,11.60999966,11.60999966,10.55465984,11.36999989
1994,South Korea,USA,Group stage,1.0,3.0,0.0,4.0,5.0,0.0,1994-06-17,1994-06-14,South Korea,37.0,10385.3904572997,8884.91946408987,8126.66206183629,7636.9480638849,0.0613274228086804,-0.0203049193056835,-0.0615575179574571,-0.0882001527033928,0.779,0.77,0.759,0.749,72.889,72.745,72.175,71.402,9.854000092,9.708000183,9.562000275,9.416000366
1998,South Korea,France,Group stage,1.0,3.0,0.0,2.0,9.0,0.0454545454545454,1998-06-10,1998-05-20,South Korea,20.0,8281.71948271445,12398.4904543462,13402.994604707,12564.7243743092,-0.0531216998138358,0.1708490786174204,0.2254986032191162,0.1798929483668797,0.809,0.812,0.801,0.789,75.035,74.531,74.021,73.375,10.37199993,10.24799995,10.12399998,10.0
2002,South Korea,Korea/Japan,Fourth place,4.0,7.0,3.0,8.0,6.0,0.0434782608695652,2002-05-31,2002-05-15,South Korea,40.0,13165.08362497,11561.2071745115,12257.0206622345,10672.4475586765,0.2125551804015193,0.1252971182960223,0.1631524883329221,0.0769446147517384,0.846,0.838,0.83,0.821,77.23,76.919,76.235,75.617,10.86799984,10.74399986,10.61999989,10.49599991
2006,South Korea,Germany,Group stage,1.0,3.0,1.0,3.0,4.0,0.1304347826086956,2006-06-09,2006-05-17,South Korea,29.0,21743.4774514254,19402.5026259549,16496.1316167114,14672.8057539465,0.6792582241804052,0.5518987092689447,0.3937791097488645,0.2945820167768862,0.871,0.866,0.859,0.852,79.035,78.449,77.957,77.497,11.1474998,11.23999977,11.11599979,10.99199982
2010,South Korea,South Africa,Round of 16,2.0,4.0,1.0,6.0,8.0,0.1739130434782608,2010-06-11,2010-05-26,South Korea,47.0,23079.2601257735,19143.8516053025,21350.427979823,24086.4104391677,0.7519307841674249,0.537826935338175,0.6578745725943929,0.8067242718893745,0.894,0.881,0.878,0.876,80.717,80.55,79.996,79.432,11.64000034,10.86999989,10.96249986,11.05499983
2014,South Korea,Brazil,Group stage,1.0,3.0,0.0,3.0,6.0,0.217391304347826,2014-06-12,2014-06-05,South Korea,57.0,29252.9312377352,27179.5170146052,25459.1689000965,25097.595426845,1.0878061423675331,0.975003122533569,0.8814084802679744,0.8617372639622168,0.91,0.905,0.901,0.899,82.364,81.836,81.308,81.168,12.02399998,11.92800007,11.83200016,11.73600025
2018,South Korea,Russia,Group stage,1.0,3.0,1.0,3.0,3.0,0.1304347826086956,2018-06-14,2018-06-07,South Korea,57.0,33447.1562836166,31600.7358741365,29280.4403170048,28737.4391706499,1.3159907693276256,1.215537229581959,1.0893027594833251,1.0597610652097749,0.924,0.922,0.918,0.914,83.34,83.278,82.92,82.54,12.41744928,12.31749709,12.21834945,12.11999989
2022,South Korea,Qatar,Round of 16,2.0,4.0,1.0,5.0,8.0,0.2307692307692307,2022-11-20,2022-10-06,South Korea,28.0,32394.6833725203,35125.5224984723,31721.2989141857,31902.4169048194,1.25873152930665,1.407301408229881,1.2220963989202416,1.2319500287747231,0.928,0.933,0.928,0.927,82.727,83.852,83.675,83.685,12.72219869,12.72219869,12.61979347,12.51821255
1994,Spain,USA,Quarter-finals,3.0,5.0,2.0,10.0,6.0,1.0,1994-06-17,1994-06-14,Spain,5.0,13405.704414883,13330.3798192211,16100.6799428032,14801.3226152172,0.2256460290289806,0.2215480336725063,0.3722647675987943,0.301573909611996,0.798,0.789,0.781,0.774,78.114,77.728,77.589,77.129,6.663077134,6.465384813,6.267692493,6.070000172
1998,Spain,France,Group stage,1.0,3.0,1.0,8.0,4.0,1.0,1998-06-10,1998-05-20,Spain,15.0,15382.3348573373,14722.3717633536,16100.6215831114,15460.9110266653,0.3331835777335504,0.2972786296774185,0.3722615925701878,0.3374584732601196,0.821,0.816,0.811,0.804,78.939,78.85,78.339,78.2,7.453846418,7.256154097,7.058461776,6.860769455
2002,Spain,Korea/Japan,Quarter-finals,3.0,5.0,4.0,10.0,5.0,1.0,2002-05-31,2002-05-15,Spain,8.0,17111.0685058941,15368.2337984435,14743.2671031455,15707.9473068138,0.42723443060723,0.3324164169760265,0.2984154297450022,0.3508983532891246,0.844,0.839,0.833,0.825,79.818,79.739,79.412,78.944,8.244615702,8.046923381,7.84923106,7.651538739
2006,Spain,Germany,Round of 16,2.0,4.0,3.0,9.0,4.0,1.0,2006-06-09,2006-05-17,Spain,5.0,28421.686527407,26450.9530130382,24925.0267844576,21522.0170990262,1.0425827072719251,0.9353659778654811,0.8523487569418685,0.6672097891665797,0.862,0.857,0.852,0.846,80.963,80.32,80.328,79.748,9.029999733,8.920000076,8.640000343,8.442308022
2010,Spain,South Africa,Winner,7.0,7.0,6.0,8.0,2.0,1.0,2010-06-11,2010-05-26,Spain,2.0,30658.7422282912,32279.8208476151,35603.248328071,32652.015594702,1.16428855638855,1.2524824935228107,1.433291832926625,1.272731554694177,0.875,0.867,0.865,0.864,82.006,81.627,81.278,80.97,9.359999657,9.25,9.18999958,9.119999886
2014,Spain,Brazil,Group stage,1.0,3.0,1.0,4.0,7.0,1.0,2014-06-12,2014-06-05,Spain,1.0,29707.765509467,29228.846559842,28456.4438151477,31824.6219134777,1.112551163793053,1.086495828023311,1.044473659390731,1.227717632829231,0.89,0.886,0.881,0.879,82.828,82.694,82.191,82.18,9.720000267,9.615000248,9.510000229,9.479999542
2018,Spain,Russia,Round of 16,2.0,4.0,1.0,7.0,6.0,1.0,2018-06-14,2018-06-07,Spain,10.0,30602.4212881113,28381.3425596906,26755.6061149398,25982.4416197775,1.1612244450010096,1.04038781474166,0.951940471043408,0.9098768597737548,0.905,0.902,0.9,0.895,83.096,82.986,83.0,82.611,10.14000034,10.07500029,10.01000023,9.909999847
2022,Spain,Qatar,Round of 16,2.0,4.0,1.0,9.0,3.0,0.9615384615384616,2022-11-20,2022-10-06,Spain,7.0,30270.2687017458,30799.4775937775,27233.9426461608,29786.5245689007,1.1431538567076924,1.171945190575387,0.977964120643524,1.1168360093604726,0.911,0.912,0.901,0.91,82.366,82.951,82.241,83.479,10.75612495,10.75612495,10.60999966,10.375
1994,Sweden,USA,Third place,5.0,7.0,4.0,15.0,8.0,0.3181818181818182,1994-06-17,1994-06-14,Sweden,10.0,26045.8148927701,24390.1538004271,32753.8047025569,31777.0327994132,0.9133246496512336,0.8232492711019561,1.2782693380392267,1.2251285718891578,0.862,0.85,0.829,0.821,78.747,78.136,78.071,77.728,10.35999966,10.21000004,10.02000046,9.710000038
1998,Sweden,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Sweden,28.0,30605.6227188103,30324.4510931063,33022.5649478838,30254.2972932631,1.1613986171691213,1.1461016214616468,1.2928910990679636,1.142284940555892,0.901,0.888,0.877,0.869,79.416,79.272,79.045,78.822,11.07999992,10.89666653,10.71333313,10.52999973
2002,Sweden,Korea/Japan,Round of 16,2.0,4.0,1.0,5.0,5.0,0.4347826086956521,2002-05-31,2002-05-15,Sweden,19.0,29957.9387652616,27259.4806735435,29632.7736101599,30969.1033509483,1.12616170934662,0.9793535037090182,1.1084712686083098,1.1811735914598007,0.918,0.915,0.912,0.906,79.935,79.836,79.739,79.508,11.81333351,11.63000011,11.44666672,11.26333332
2006,Sweden,Germany,Round of 16,2.0,4.0,1.0,3.0,4.0,0.3043478260869565,2006-06-09,2006-05-17,Sweden,16.0,46531.6001120572,43378.6152117149,42758.2015503417,37292.4214343004,2.0278431142333524,1.856306614540304,1.822553332746232,1.5251904151198887,0.915,0.911,0.908,0.923,80.832,80.621,80.546,80.195,12.32999992,12.26000023,12.18000031,11.99666691
2010,Sweden,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Sweden,37.0,52542.8274141037,46707.8673215418,55817.4392710726,53568.5645523213,2.3548808016451765,2.0374328398683748,2.533034352503228,2.410685495881394,0.918,0.912,0.913,0.917,81.519,81.363,81.137,80.97,12.21000004,12.14000034,12.06999969,12.39999962
2014,Sweden,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Sweden,32.0,59583.7140001673,60844.2767113975,57749.8251328664,60379.7748160321,2.737936565590628,2.8065168227001784,2.6381647978638947,2.781245839251093,0.943,0.94,0.92,0.92,82.224,81.935,81.73,81.758,12.28999996,12.22999954,12.34000015,12.27999973
2018,Sweden,Russia,Quarter-finals,3.0,5.0,3.0,6.0,4.0,0.6086956521739131,2018-06-14,2018-06-07,Sweden,24.0,54181.9069780904,53300.8587281785,51820.3972482676,51197.9529341175,2.444054070789017,2.3961211000874547,2.3155773651121505,2.281713606712433,0.95,0.949,0.947,0.945,82.532,82.438,82.339,82.184,12.54999971,12.48999977,12.40999985,12.35000038
2022,Sweden,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Sweden,25.0,55296.9371472535,61174.9680215622,52653.7565934247,51773.0464558993,2.5047167058208624,2.824507911023628,2.360915845813159,2.3130012699397096,0.959,0.958,0.951,0.955,83.046,83.02,82.427,83.052,12.74032574,12.74032574,12.67499519,12.60999966
1994,Switzerland,USA,Round of 16,2.0,4.0,1.0,5.0,7.0,0.1818181818181818,1994-06-17,1994-06-14,Switzerland,12.0,43091.7770970073,39237.1186558781,40713.6881521435,39544.4946826768,1.840701336452815,1.6309906535910657,1.711322647225224,1.6477132860784214,0.87,0.867,0.863,0.86,78.495,78.234,77.944,77.648,10.49294804,10.50328592,10.5136238,10.52396168
1998,Switzerland,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Switzerland,81.0,42680.5867322391,41584.441782159,48092.6433036512,50113.8321221345,1.8183307390318797,1.7586955444984271,2.112770855221465,2.222732579143364,0.886,0.88,0.875,0.872,79.475,79.233,79.049,78.565,10.57565108,10.54463744,10.5136238,10.48261016
2002,Switzerland,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Switzerland,64.0,42458.7384679187,39638.7911061864,38865.021939688,41695.6912912021,1.8062611998722191,1.6528434338379792,1.6107469257395313,1.764748016037936,0.896,0.895,0.892,0.889,80.444,80.251,79.834,79.724,10.86511172,10.75139504,10.63767836,10.60666472
2006,Switzerland,Germany,Round of 16,2.0,4.0,2.0,4.0,0.0,0.5652173913043478,2006-06-09,2006-05-17,Switzerland,35.0,59011.0324592016,56242.8933645639,54659.4571488233,49335.7456291067,2.706780124922163,2.556180960648942,2.470034938856746,2.180401189145924,0.918,0.909,0.906,0.901,81.549,81.236,81.055,80.532,11.73969635,11.20626175,11.09254507,10.9788284
2010,Switzerland,South Africa,Group stage,1.0,3.0,1.0,1.0,1.0,0.5652173913043478,2010-06-11,2010-05-26,Switzerland,24.0,76531.3728182297,71568.3123885672,74175.1927898555,64989.1553256031,3.6599651079178823,3.3899523927358466,3.5317783618696854,3.0320167827717333,0.945,0.942,0.934,0.926,82.287,81.989,81.971,81.703,13.31999969,13.34000015,12.80656555,12.27313095
2014,Switzerland,Brazil,Round of 16,2.0,4.0,2.0,7.0,7.0,0.6956521739130435,2014-06-12,2014-06-05,Switzerland,6.0,88724.9910735609,87304.3305813557,85836.2076767359,90476.7589651577,4.3233525519509,4.246062258534452,4.1661897973151385,4.418656570808258,0.956,0.952,0.949,0.946,83.084,82.689,82.617,82.574,13.64000034,13.5250001,13.40999985,13.32999992
2018,Switzerland,Russia,Round of 16,2.0,4.0,1.0,5.0,5.0,0.782608695652174,2018-06-14,2018-06-07,Switzerland,6.0,85217.3691512274,82254.3770471336,82153.0745447889,83806.4476003837,4.132522209966588,3.97132216930061,3.965810859474652,4.055761758577512,0.962,0.96,0.959,0.957,83.564,83.414,83.446,82.846,13.80000019,13.73500013,13.67000008,13.71000004
2022,Switzerland,Qatar,Round of 16,2.0,4.0,2.0,5.0,9.0,0.5769230769230769,2022-11-20,2022-10-06,Switzerland,15.0,94394.5106803525,93664.7736696111,85897.7843338323,84121.9310304414,4.631799810351839,4.592098848731166,4.169539843241451,4.072925470112375,0.966,0.968,0.963,0.965,83.2,83.648,83.063,83.78,13.94912109,13.94912109,13.90448897,13.85999966
1994,Togo,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Togo,123.0,328.600956079736,414.013995214907,564.71733648074,549.808011573,-0.4858069668935318,-0.4811601150295086,-0.4729611783171947,-0.4737723123658171,0.413,0.404,0.406,0.415,53.707,53.852,54.077,54.255,2.65185144,2.568157707,2.484463973,2.40077024
