world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
1998,Poland,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Poland,54.0,4533.5356551781,4137.00831823145,4163.51195431959,3700.95956775144,-0.2570396868336528,-0.2786125498705325,-0.2771706333668397,-0.3023355548061883,0.784,0.775,0.763,0.754,72.847,72.591,72.253,71.959,10.98820185,10.86088372,10.7335656,10.60624747
2002,Poland,Korea/Japan,Group stage,1.0,3.0,1.0,3.0,7.0,0.3478260869565217,2002-05-31,2002-05-15,Poland,38.0,5223.45178967082,5015.23790036613,4520.64100449111,4415.50067547826,-0.2195051592246585,-0.2308329273198768,-0.2577412135816466,-0.2634613183666336,0.816,0.809,0.801,0.793,74.518,74.177,73.645,73.224,11.44999981,11.34641896,11.24283811,11.11551998
2006,Poland,Germany,Group stage,1.0,3.0,1.0,2.0,4.0,0.1739130434782608,2006-06-09,2006-05-17,Poland,29.0,9068.85528307627,8043.92332253757,6711.72715262967,5720.81366178104,-0.0102979869687491,-0.0660588759331256,-0.1385363140159018,-0.1924464458723343,0.831,0.826,0.82,0.822,75.25,75.127,74.943,74.772,11.92999999,11.80999994,11.6899999,11.56999985
2010,Poland,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Poland,58.0,12567.7317676382,11556.3026866026,14048.5604672654,11272.5293683383,0.1800565640330381,0.1250302921882954,0.2606202774055576,0.1095917527534714,0.852,0.846,0.841,0.836,76.282,75.906,75.583,75.414,12.31000042,12.34000015,12.17000008,12.05000003
2014,Poland,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Poland,69.0,14262.2841914116,13621.9023794031,13087.420943321,13867.6669408192,0.2722478051927733,0.2374081665737922,0.2083299826958789,0.2507788594081722,0.873,0.873,0.863,0.858,77.312,77.076,76.775,76.568,12.84000015,12.77999973,12.77999973,12.55000019
2018,Poland,Russia,Group stage,1.0,3.0,1.0,2.0,5.0,0.6086956521739131,2018-06-14,2018-06-07,Poland,8.0,15658.210586693,13913.3415190124,12464.0121044827,12637.5220324406,0.3481924529612136,0.2532637610223117,0.1744137498333553,0.1838534670044271,0.884,0.882,0.884,0.879,77.623,77.716,77.639,77.589,13.07999992,13.03999996,13.0,12.92000008
2022,Poland,Qatar,Round of 16,2.0,4.0,1.0,3.0,5.0,0.5769230769230769,2022-11-20,2022-10-06,Poland,26.0,18891.213529396,18635.5088812509,16150.9291009726,15874.5220531254,0.5240822925314544,0.5101708144608518,0.3749985468515797,0.3599607655183895,0.902,0.884,0.88,0.887,77.923,75.639,76.595,77.921,13.20854242,13.20854242,13.15999985,13.11999989
1994,Portugal,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Portugal,22.0,9977.31990905771,9534.6563637308,10810.5665079626,8958.9853330247,0.0391265573793361,0.0150436779786609,0.0844589041792732,-0.0162754043205576,0.765,0.751,0.735,0.718,75.73,74.761,74.871,74.241,5.96285711,5.788571426,5.614285742,5.440000057
1998,Portugal,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Portugal,39.0,12199.206385024,11575.5071124358,12185.0914010629,11781.3618502221,0.1600071327227838,0.1260750989635148,0.1592392143792334,0.1372745186503198,0.795,0.789,0.781,0.773,76.116,75.922,75.476,75.55,6.659999847,6.485714163,6.311428479,6.137142794
2002,Portugal,Korea/Japan,Group stage,1.0,3.0,1.0,6.0,4.0,0.3478260869565217,2002-05-31,2002-05-15,Portugal,5.0,12936.6928204482,11734.7649743954,11526.3720667968,12475.2917701476,0.2001296977531578,0.1347394399142701,0.1234019324221028,0.1750274141631956,0.804,0.801,0.797,0.793,77.37,77.152,76.83,76.322,6.960000038,6.880000114,6.789999962,6.710000038
2006,Portugal,Germany,Fourth place,4.0,7.0,5.0,7.0,5.0,0.5652173913043478,2006-06-09,2006-05-17,Portugal,7.0,19839.4540499032,18780.12751241,18064.1580932987,15797.7821340276,0.5756708236840336,0.5180387156920753,0.4790867727162988,0.3557857702282646,0.815,0.81,0.809,0.808,79.089,78.317,78.427,77.583,7.619999886,7.489999771,7.389999866,7.150000095
2010,Portugal,South Africa,Round of 16,2.0,4.0,1.0,7.0,1.0,0.4782608695652174,2010-06-11,2010-05-26,Portugal,3.0,22551.935098809,23151.2154130712,24949.0413566739,22811.0564844365,0.7232419409965576,0.7558454740589353,0.8536552572232885,0.7373393048885726,0.836,0.831,0.826,0.821,80.115,79.829,79.603,79.309,8.06000042,7.929999828,7.78000021,7.670000076
2014,Portugal,Brazil,Group stage,1.0,3.0,1.0,4.0,7.0,0.4347826086956521,2014-06-12,2014-06-05,Portugal,4.0,22120.6850127107,21676.4859642714,20593.4274224109,23246.5425416481,0.6997800048948029,0.6756135872478334,0.6166903519309632,0.7610316967903209,0.854,0.849,0.844,0.843,81.314,80.903,80.555,80.582,8.869999886,8.659999847,8.5,8.279999733
2018,Portugal,Russia,Round of 16,2.0,4.0,1.0,6.0,6.0,0.4782608695652174,2018-06-14,2018-06-07,Portugal,4.0,23541.1401075289,21442.3842768879,19980.2808866516,19215.7813014347,0.7770591237734944,0.6628774069947525,0.5833324343171964,0.5417402329556684,0.866,0.864,0.859,0.857,81.591,81.66,81.364,81.321,9.140000343,9.220000267,9.109999657,8.989999771
2022,Portugal,Qatar,Quarter-finals,3.0,5.0,3.0,12.0,6.0,0.6923076923076923,2022-11-20,2022-10-06,Portugal,9.0,24620.519556875,24711.4510062111,22299.4044062173,23343.3628970034,0.835782199980215,0.8407292780741943,0.7095031403230946,0.7662991577460909,0.883,0.876,0.87,0.872,81.194,81.398,81.366,81.959,9.703254412,9.703254412,9.579999924,9.329999924
1994,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Qatar,69.0,14764.8771355222,14769.7193322522,16280.2938815273,15133.4969397069,0.2995911122900566,0.2998545494786708,0.3820365702932724,0.319645680556627,0.784,0.778,0.77,0.768,74.245,74.071,73.876,73.654,6.946065639,6.812579134,6.679092629,6.545606124
1998,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Qatar,70.0,17665.4408438222,20522.8012995179,17124.7920861356,15822.5090711554,0.4573947686299444,0.6128479745359301,0.4279810548354741,0.3571310263513029,0.796,0.794,0.791,0.788,74.872,74.713,74.558,74.404,7.422803157,7.308386153,7.193969149,7.079552144
2002,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Qatar,73.0,27226.6593510117,25870.7991864314,27535.182940934,20233.6846826643,0.9775678767680864,0.9038030113923924,0.9943529418288988,0.5971187357270863,0.798,0.795,0.795,0.796,75.766,75.486,75.25,75.048,7.975818678,7.813727922,7.651637166,7.537220162
2006,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Qatar,78.0,62582.4453138755,53949.6764091147,41035.5008380177,31602.470865136,2.9010809793230234,2.4314196877574035,1.728830698623024,1.215631620862749,0.822,0.815,0.807,0.804,77.323,76.909,76.484,76.097,9.086666425,8.693333308,8.300000191,8.137909435
2010,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Qatar,96.0,77387.3267885308,60785.7351551657,80781.4039187792,65954.3419525051,3.706532837420133,2.803331899854053,3.8911858341876817,3.0845272580078613,0.834,0.838,0.839,0.831,79.444,78.837,78.262,77.741,8.550000191,9.159999847,9.590000153,9.479999542
2014,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Qatar,100.0,95840.6310094498,103697.008372373,108470.378825036,103261.506539346,4.710475232920904,5.137897347424923,5.397590078303255,5.114204097248162,0.857,0.859,0.846,0.835,81.395,80.974,80.499,79.994,9.720000267,9.800000191,9.119999886,8.649999619
2018,Qatar,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Qatar,98.0,71039.8490579352,63279.8556949332,61253.6375482797,68985.2946961507,3.361201620747404,2.9390232275092565,2.8287878856103013,3.249424661837345,0.876,0.87,0.861,0.86,82.714,82.458,82.147,81.785,9.937999725,9.729999542,9.670000076,9.695000172
2022,Qatar,Qatar,Group stage,1.0,3.0,0.0,1.0,7.0,0.0,2022-11-20,2022-10-06,Qatar,50.0,88701.463352273,71751.8831257169,51683.5054376677,66841.3013484919,4.32207253854042,3.399939462985791,2.308129837525069,3.132781821529849,0.883,0.866,0.872,0.88,81.857,81.083,80.409,82.945,10.77000046,10.56200027,10.35400009,10.14599991
1994,Republic of Ireland,USA,Round of 16,2.0,4.0,1.0,2.0,4.0,0.7272727272727273,1994-06-17,1994-06-14,Republic of Ireland,14.0,15902.9296755168,14657.0615549805,15714.3847487231,14087.2077980306,0.3615062674042671,0.2937254618403861,0.351248578960037,0.2627228652870353,0.805,0.794,0.787,0.78,75.796,75.289,75.423,75.027,9.690000343,9.550000381,9.41000042,9.270000458
1998,Republic of Ireland,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Republic of Ireland,46.0,24294.8547674007,22551.1139134126,20835.8973666717,19158.4564773907,0.8180645768943479,0.7231972648331917,0.6298818028366593,0.5386215057898769,0.855,0.823,0.816,0.809,76.185,75.977,75.826,75.474,10.25000019,10.11000023,9.970000267,9.830000305
2002,Republic of Ireland,Korea/Japan,Round of 16,2.0,4.0,1.0,6.0,3.0,0.7391304347826086,2002-05-31,2002-05-15,Republic of Ireland,15.0,32705.4345565698,28282.409882073,26334.5672050501,26338.1077543817,1.2756377854645955,1.0350054339944696,0.929034068659681,0.9292266904001996,0.883,0.876,0.869,0.858,77.59,77.1,76.535,76.089,10.81000004,10.67000008,10.53000011,10.39000015
2006,Republic of Ireland,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Republic of Ireland,31.0,54329.1618599624,50933.0216095589,47754.2023194244,41203.5295847568,2.4520653958658647,2.2673001561218857,2.094358149920963,1.737972214987503,0.908,0.905,0.899,0.891,79.15,78.909,78.503,78.1,11.36999989,11.22999992,11.08999996,10.95
2010,Republic of Ireland,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Republic of Ireland,41.0,48679.4026820361,52133.0909237885,61353.1065629523,61396.417461176,2.144693193295234,2.3325893015058785,2.834199445495349,2.836555752333054,0.915,0.907,0.907,0.911,80.599,80.095,79.788,79.563,11.56999969,11.49666659,11.42333349,11.35000038
2014,Republic of Ireland,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Republic of Ireland,70.0,57278.2590911107,52619.2123745817,49411.7387476787,52692.7813135606,2.612509493213341,2.359036485596649,2.184535555142787,2.3630389653665973,0.921,0.915,0.911,0.909,81.406,81.065,80.852,80.727,11.21500015,11.14333344,11.07166672,11.0
2018,Republic of Ireland,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Republic of Ireland,31.0,80738.9628834696,72198.1076995377,64192.9418053178,64311.8234684057,3.888876851788316,3.4242160782851325,2.988699201306883,2.995166896208173,0.944,0.941,0.936,0.931,82.123,82.103,81.684,81.533,11.50304689,11.43000031,11.35833359,11.28666687
2022,Republic of Ireland,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Republic of Ireland,49.0,105234.511567597,103961.976350649,86622.5067251295,81810.1926481407,5.221544407183114,5.152312792141856,4.208967987105635,3.947156548649135,0.947,0.946,0.948,0.947,82.05,81.861,82.39,82.411,11.72499956,11.72499956,11.65054353,11.57656031
1994,Romania,USA,Quarter-finals,3.0,5.0,3.0,10.0,9.0,0.1818181818181818,1994-06-17,1994-06-14,Romania,7.0,1323.03237766927,1158.05632799712,1102.10378473246,1254.3124421298,-0.4317054438492152,-0.440680879821292,-0.4437249487667226,-0.4354441161150713,0.695,0.692,0.694,0.705,69.326,69.512,69.506,70.046,8.887999725,8.788999653,8.68999958,8.592114654
1998,Romania,France,Round of 16,2.0,4.0,2.0,4.0,3.0,0.3636363636363636,1998-06-10,1998-05-20,Romania,22.0,1852.5549693339,1577.33656023974,1633.01064354117,1650.04922365201,-0.4028970433165387,-0.417870157378067,-0.4148412379017607,-0.4139142628339017,0.715,0.709,0.707,0.701,69.892,69.086,68.821,69.323,9.284000015,9.184999943,9.08599987,8.986999798
2002,Romania,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Romania,14.0,2119.85509684554,1825.19299373184,1659.92904910528,1599.90622808339,-0.3883547192363077,-0.4043856573339907,-0.4133767560809679,-0.4166422663657396,0.745,0.737,0.73,0.724,70.835,71.122,71.159,70.581,9.680000305,9.581000233,9.48200016,9.383000088
2006,Romania,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Romania,25.0,5757.53127301178,4618.00350802913,3494.99056448955,2679.40626016154,-0.1904488433760687,-0.2524442573366449,-0.3135411910466204,-0.3579126299183475,0.781,0.765,0.757,0.749,72.169,71.581,71.096,70.819,10.40800018,10.22600021,10.04400024,9.862000275
2010,Romania,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Romania,28.0,8399.5374234284,8548.4543409242,10435.1561230787,8360.33775916596,-0.0467118761737289,-0.0386101289152709,0.064034897910035,-0.0488445134711647,0.822,0.826,0.815,0.792,73.579,73.457,73.216,72.792,10.72999954,10.69999981,10.67000008,10.59000015
2014,Romania,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Romania,29.0,10031.7710755404,9497.67411615237,8929.95366231474,9560.6755277458,0.042088944703687,0.0130316780798675,-0.0178548572298587,0.0164592370317942,0.82,0.821,0.817,0.823,74.765,74.918,74.314,74.288,10.85999966,11.02000046,10.96000004,10.85999966
2018,Romania,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Romania,30.0,12502.2624061935,10727.9822007426,9404.54005870715,8977.01748158196,0.1764947375561197,0.0799659480003342,0.0079647682400425,-0.0152943746793686,0.833,0.828,0.823,0.823,75.103,75.024,75.021,74.737,11.21499968,11.14999962,11.07999992,10.97999954
2022,Romania,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Romania,53.0,15557.8826247584,14986.7854904274,13082.3006559554,12992.0326104674,0.3427341624981891,0.311663920646655,0.2080514161312175,0.2031404301777284,0.84,0.829,0.832,0.838,75.261,72.74,74.046,75.329,11.55000019,11.46000004,11.39000034,11.27999973
1994,Russia,USA,Group stage,1.0,3.0,1.0,7.0,6.0,0.3181818181818182,1994-06-17,1994-06-14,Russia,19.0,2662.10400390625,2930.67016601563,3098.802734375,3490.45239257813,-0.3588539501493776,-0.3442427481169043,-0.3350955833913018,-0.3137880879234832,0.712,0.725,0.744,0.758,63.822,65.039,67.843,68.997,10.40749715,10.21897909,10.03046102,9.841942961
1998,Russia,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Russia,16.0,1834.86181640625,2737.57202148438,2643.92919921875,2665.77978515625,-0.4038596300772344,-0.3547481519983239,-0.3598427409229586,-0.3586539711868416,0.738,0.734,0.723,0.713,66.916,66.594,65.449,63.995,11.47359929,11.18107126,10.88854324,10.59601521
2002,Russia,Korea/Japan,Group stage,1.0,3.0,1.0,4.0,4.0,0.217391304347826,2002-05-31,2002-05-15,Russia,28.0,2377.52954101563,2100.3525390625,1771.59411621094,1330.75720214844,-0.3743360754399196,-0.3894157457248269,-0.4073016763217167,-0.4312851788007666,0.764,0.758,0.75,0.74,64.73,65.015,64.998,65.595,12.18000031,12.11932783,12.05865535,11.76612732
2006,Russia,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Russia,37.0,6920.19970703125,5323.455078125,4102.36474609375,2975.123046875,-0.1271944733809424,-0.2140645324530676,-0.2804973153512424,-0.3418243123092795,0.791,0.78,0.777,0.772,66.546,65.219,65.149,64.715,12.26000023,12.24000025,12.22000027,12.20000029
2010,Russia,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Russia,11.0,10674.990234375,8562.82421875,11635.2841796875,9101.2392578125,0.0770829476974901,-0.0378283432039004,0.1293272391425431,-0.0085361537066241,0.808,0.805,0.807,0.802,68.153,68.657,67.862,67.469,12.34000015,12.32000017,12.30000019,12.28000021
2014,Russia,Brazil,Group stage,1.0,3.0,0.0,2.0,3.0,0.0,2014-06-12,2014-06-05,Russia,19.0,14055.47265625,15941.4482421875,15401.8515625,14305.33203125,0.2609963314435919,0.3636018499423148,0.3342453739028842,0.2745898004761711,0.831,0.83,0.825,0.822,70.798,70.64,70.117,69.725,12.36545459,12.35909098,12.35272737,12.34636376
2018,Russia,Russia,Quarter-finals,3.0,5.0,3.0,11.0,7.0,0.0434782608695652,2018-06-14,2018-06-07,Russia,70.0,11211.8876953125,10658.9130859375,8663.158203125,9277.7138671875,0.1062925741480658,0.0762082788185764,-0.0323697250931457,0.001064855411307,0.845,0.838,0.835,0.833,72.936,72.845,71.91,71.345,12.39090902,12.38454541,12.3781818,12.3718182
2022,Russia,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Russia,33.0,15619.6142578125,12425.029296875,10108.3271484375,11447.701171875,0.3460926398106831,0.1722929105091624,0.0462539379371112,0.1191218833989882,0.826,0.813,0.818,0.847,72.517,69.807,71.171,73.066,12.40999985,12.40999985,12.40363624,12.39727263
1994,Saudi Arabia,USA,Round of 16,2.0,4.0,2.0,5.0,6.0,0.0,1994-06-17,1994-06-14,Saudi Arabia,34.0,10601.9196697805,10884.8607880777,11730.2687665244,11847.1699534218,0.0731075817260976,0.0885008457555794,0.1344948260691482,0.1408547741958157,0.699,0.693,0.688,0.681,70.587,70.208,69.799,69.341,5.976882598,5.87643079,5.775978982,5.675527173
1998,Saudi Arabia,France,Group stage,1.0,3.0,0.0,2.0,7.0,0.0,1998-06-10,1998-05-20,Saudi Arabia,34.0,9836.05729768574,11545.3455998551,11471.5045960191,10786.4008952769,0.031441238654969,0.1244341775962798,0.1204168962796222,0.0831441866198606,0.725,0.718,0.711,0.705,71.957,71.624,71.288,70.944,6.432933809,6.314400675,6.195867541,6.077334407
2002,Saudi Arabia,Korea/Japan,Group stage,1.0,3.0,0.0,0.0,12.0,0.0,2002-05-31,2002-05-15,Saudi Arabia,34.0,10586.0543471363,10805.311325122,11714.5623675159,10452.1899400479,0.0722444371190328,0.0841729986966223,0.1336403276196289,0.0649616138416563,0.75,0.744,0.737,0.729,73.296,72.951,72.607,72.29,7.095000029,6.882500052,6.670000076,6.551466942
2006,Saudi Arabia,Germany,Group stage,1.0,3.0,0.0,2.0,7.0,0.0,2006-06-09,2006-05-17,Saudi Arabia,34.0,17563.6145370639,15975.7473782258,13154.4978989446,11487.220410693,0.4518549614979491,0.3654678765566087,0.2119792694959804,0.1212719069835088,0.785,0.782,0.773,0.762,74.762,74.4,74.027,73.657,7.995555507,7.757777744,7.519999981,7.307500005
2010,Saudi Arabia,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Saudi Arabia,66.0,22028.3901426586,17718.3911648365,22320.4888964331,18596.1502627898,0.6947587506075898,0.460275503239054,0.7106502310208769,0.508029529343109,0.801,0.794,0.792,0.786,75.616,75.447,75.301,75.066,8.946666559,8.708888796,8.471111033,8.23333327
2014,Saudi Arabia,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Saudi Arabia,90.0,27805.4850319422,27865.465604962,28733.4375513452,27126.7498747702,1.0090585861680854,1.0123217979723294,1.0595433591977488,0.9721323538010176,0.841,0.827,0.819,0.811,77.116,76.517,76.09,75.808,9.799999952,9.659999847,9.422222084,9.184444322
2018,Saudi Arabia,Russia,Group stage,1.0,3.0,1.0,2.0,7.0,0.1304347826086956,2018-06-14,2018-06-07,Saudi Arabia,67.0,29360.0658968566,23929.2907135982,22267.7217050387,23256.1549553531,1.0936347476423307,0.7981762551342042,0.7077794594832632,0.7615546551465053,0.875,0.869,0.86,0.851,78.75,78.721,78.354,77.776,10.58333365,10.22000027,10.08000016,9.940000057
2022,Saudi Arabia,Qatar,Group stage,1.0,3.0,1.0,3.0,5.0,0.0,2022-11-20,2022-10-06,Saudi Arabia,51.0,38510.2276211037,31920.7653655643,24338.8307301067,29566.7933827436,1.5914445258091277,1.2329482672155714,0.8204570662184802,1.1048816487345468,0.893,0.878,0.875,0.878,77.31,77.089,77.596,78.313,11.60642778,11.60642778,11.31000042,10.94666704
1994,Scotland,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Scotland,33.0,19709.2380983653,18389.0195675099,20487.1707852878,19900.7266505069,0.5685864927287579,0.4967606918540856,0.6109095149852258,0.5790043275753802,0.836,0.827,0.824,0.816,76.72,76.16,76.307,75.911,9.992764169,9.903775609,9.814787049,9.725798488
1998,Scotland,France,Group stage,1.0,3.0,0.0,2.0,6.0,0.3636363636363636,1998-06-10,1998-05-20,Scotland,41.0,28274.5045119699,26766.0056249684,24406.400298359,23168.9529580171,1.0345753464554786,0.9525062509647246,0.8241331533518224,0.7568104759442401,0.856,0.849,0.841,0.835,77.275,77.139,76.872,76.614,10.45290014,10.32918434,10.20546853,10.08175273
2002,Scotland,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Scotland,55.0,30077.741432188,27906.5695029641,28280.926786099,28762.0913570256,1.1326795109815777,1.014558034113598,1.0349247469312168,1.0611022545571165,0.881,0.876,0.87,0.862,78.237,78.121,77.849,77.373,11.20821767,10.95427471,10.70033174,10.57661594
2006,Scotland,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Scotland,59.0,44512.4590296865,42104.7884375024,40366.8886650968,34442.6875402308,1.917992796327072,1.7870047329994254,1.6924552019365149,1.3701521283230598,0.902,0.903,0.897,0.886,79.347,79.106,78.9,78.33,12.25003496,11.97004657,11.7161036,11.46216064
2010,Scotland,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Scotland,43.0,39598.957119545,38744.131693043,47396.1202078484,50397.6854954706,1.6506762865622202,1.6041699548969934,2.074876879326938,2.238175473932632,0.921,0.915,0.91,0.905,80.391,80.156,79.655,79.534,13.21000004,13.09000015,12.81001176,12.53002336
2014,Scotland,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Scotland,27.0,47426.6209829995,43419.0352598932,42490.1465463521,42109.6418795749,2.0765362580974407,1.8585056461884344,1.8079699400047728,1.7872687819850357,0.932,0.931,0.917,0.916,81.153,80.923,80.859,80.796,12.89000034,12.82999992,13.34000015,13.18999958
