iso3,country,hdicode,region,hdi_rank_2023,year,mean_school_years,norm_mean_school_years
ISL,Iceland,Very High,Developed,1.0,2006,12.56000022,1.4486035223804228
IRN,Iran,High,SA,75.0,2006,9.869999886,0.635663108135413
IRL,Republic of Ireland,Very High,Developed,11.0,2006,11.36999989,1.0889755517089896
ITA,Italy,Very High,Developed,29.0,2006,9.390000343,0.49060326468788595
JAM,Jamaica,High,LAC,117.0,2006,8.022499681,0.07733322133680334
JPN,Japan,Very High,Developed,23.0,2006,12.35199986,1.3857440882441923
PRK,North Korea,Other Countries or Territories,EAP,,2006,7.61789216124,-0.04494252731756084
KOR,South Korea,Very High,Developed,20.0,2006,11.1474998,1.021734178892806
MEX,Mexico,High,LAC,81.0,2006,7.869999886,0.03124651831575497
MAR,Morocco,High,AS,120.0,2006,3.88,-1.1745645439227166
NLD,Netherlands,Very High,Developed,8.0,2006,11.88999987,1.2461238590179347
NZL,New Zealand,Very High,Developed,17.0,2006,13.31999969,1.6782816663414966
NGA,Nigeria,Medium,SSA,164.0,2006,5.711048974,-0.621206355593785
NOR,Norway,Very High,Developed,2.0,2006,12.36999989,1.3911838466188184
PAN,Panama,Very High,LAC,59.0,2006,8.719999886,0.2881235689891097
PRY,Paraguay,High,LAC,99.0,2006,7.070000172,-0.21052003118053556
PER,Peru,High,LAC,79.0,2006,7.929999828,0.04937899848226364
POL,Poland,Very High,Developed,35.0,2006,11.92999999,1.2582122270793232
PRT,Portugal,Very High,Developed,40.0,2006,7.619999886,-0.04430555541170225
QAT,Qatar,Very High,AS,43.0,2006,9.086666425,0.3989332385407881
ROU,Romania,Very High,Developed,55.0,2006,10.40800018,0.7982512596461395
RUS,Russia,Very High,Developed,64.0,2006,12.26000023,1.357941036929557
SAU,Saudi Arabia,Very High,AS,37.0,2006,7.995555507,0.06919046845450973
SEN,Senegal,Low,SSA,169.0,2006,1.539999962,-1.881731965495631
SRB,Serbia,Very High,ECA,62.0,2006,9.393333117,0.4916104566357453
SVK,Slovakia,Very High,Developed,44.0,2006,11.38000011,1.0919977011439124
SVN,Slovenia,Very High,Developed,21.0,2006,11.81000042,1.2219473616397103
ZAF,South Africa,High,SSA,106.0,2006,8.949999809,0.3576314535483314
ESP,Spain,Very High,Developed,28.0,2006,9.029999733,0.3818080941732876
SWE,Sweden,Very High,Developed,5.0,2006,12.32999992,1.3790955238886742
CHE,Switzerland,Very High,Developed,2.0,2006,11.73969635,1.200700888519789
TGO,Togo,Medium,SSA,161.0,2006,3.293503396,-1.3518086825879616
TTO,Trinidad and Tobago,Very High,LAC,72.0,2006,9.961111281,0.663197727465219
TUN,Tunisia,High,AS,105.0,2006,5.974705452,-0.541527180935474
TUR,Turkey,Very High,ECA,51.0,2006,6.059999943,-0.5157504782451623
UKR,Ukraine,High,ECA,87.0,2006,11.36639155,1.0878850814301342
USA,United States,Very High,Developed,17.0,2006,12.90999985,1.554376313781794
URY,Uruguay,Very High,LAC,48.0,2006,8.0,0.07053363110577848
DZA,Algeria,High,AS,96.0,2007,6.230000019,-0.464375045142661
AGO,Angola,Medium,SSA,148.0,2007,3.707195158,-1.2267876005756988
ARG,Argentina,Very High,LAC,47.0,2007,10.29999971,0.7656126217579793
AUS,Australia,Very High,Developed,7.0,2007,11.71000004,1.1917264173095756
AUT,Austria,Very High,Developed,22.0,2007,11.52999973,1.1373288305412348
BEL,Belgium,Very High,Developed,10.0,2007,11.11500025,1.011912545301969
BOL,Bolivia,High,LAC,108.0,2007,7.049999952,-0.21656426356455702
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2007,6.796222546,-0.2932579007184565
BRA,Brazil,High,LAC,84.0,2007,6.5,-0.38277881125896485
BGR,Bulgaria,Very High,Developed,55.0,2007,10.53999996,0.8381426880884119
CMR,Cameroon,Medium,SSA,155.0,2007,3.49000001,-1.2924257759154667
CAN,Canada,Very High,Developed,16.0,2007,13.36799984,1.6927877098284125
CHL,Chile,Very High,LAC,45.0,2007,9.81000042,0.6175307718200526
CHN,China,High,EAP,78.0,2007,6.777999926,-0.29876492763744633
COL,Colombia,High,LAC,83.0,2007,7.190000057,-0.17425507054531017
CRI,Costa Rica,Very High,LAC,62.0,2007,8.010000229,0.07355578326057606
HRV,Croatia,Very High,Developed,41.0,2007,10.65600033,0.8731989621150211
CZE,Czech Republic,Very High,Developed,29.0,2007,12.14000034,1.3216760747832903
CIV,Ivory Coast,Medium,SSA,157.0,2007,3.798876822,-1.1990806412237631
DNK,Denmark,Very High,Developed,4.0,2007,12.64999962,1.4758020875973303
ECU,Ecuador,High,LAC,88.0,2007,7.71999979,-0.014084754932715497
EGY,Egypt,High,AS,100.0,2007,6.659090996,-0.3347001926222985
FRA,France,Very High,Developed,26.0,2007,10.56999969,0.8472088553394671
DEU,Germany,Very High,Developed,5.0,2007,13.68000031,1.787076839878178
GHA,Ghana,Medium,SSA,143.0,2007,5.580355731,-0.6607029377170508
GRC,Greece,Very High,Developed,34.0,2007,10.06000042,0.6930828455475098
HND,Honduras,Medium,LAC,139.0,2007,4.949999809,-0.8512017260909838
ISL,Iceland,Very High,Developed,1.0,2007,12.65000016,1.4758022507898099
IRN,Iran,High,SA,75.0,2007,9.630000114,0.563133186260545
IRL,Republic of Ireland,Very High,Developed,11.0,2007,11.35000038,1.0829315338928576
ITA,Italy,Very High,Developed,29.0,2007,9.529999733,0.532912241628202
JAM,Jamaica,High,LAC,117.0,2007,8.10599966,0.10256760761540012
JPN,Japan,Very High,Developed,23.0,2007,12.39649982,1.3991923452793482
PRK,North Korea,Other Countries or Territories,EAP,,2007,7.700194971439999,-0.020069935380731877
KOR,South Korea,Very High,Developed,20.0,2007,11.05499983,0.9937799206798955
MEX,Mexico,High,LAC,81.0,2007,7.880000114,0.03426867016834477
MAR,Morocco,High,AS,120.0,2007,3.97,-1.1473657973808318
NLD,Netherlands,Very High,Developed,8.0,2007,11.98999977,1.2763446582880882
NZL,New Zealand,Very High,Developed,17.0,2007,13.33399982,1.6825126217573128
NGA,Nigeria,Medium,SSA,164.0,2007,5.933849413,-0.5538742148184336
NOR,Norway,Very High,Developed,2.0,2007,12.40999985,1.4032721663268797
PAN,Panama,Very High,LAC,59.0,2007,8.859999847,0.33043271849036193
PRY,Paraguay,High,LAC,99.0,2007,7.150000095,-0.18634339085778798
PER,Peru,High,LAC,79.0,2007,8.18999958,0.1279530802111622
POL,Poland,Very High,Developed,35.0,2007,12.05000003,1.2944772345568343
PRT,Portugal,Very High,Developed,40.0,2007,7.670000076,-0.02919508324663464
QAT,Qatar,Very High,AS,43.0,2007,9.479999542,0.5178017691609261
ROU,Romania,Very High,Developed,55.0,2007,10.59000015,0.8532531602534794
RUS,Russia,Very High,Developed,64.0,2007,12.28000021,1.3639851967835883
SAU,Saudi Arabia,Very High,AS,37.0,2007,8.23333327,0.14104888077821298
SEN,Senegal,Low,SSA,169.0,2007,1.70999999,-1.830356546899128
SRB,Serbia,Very High,ECA,62.0,2007,9.816666444,0.6195452995669208
SVK,Slovakia,Very High,Developed,44.0,2007,11.60400009,1.1596923531595482
SVN,Slovenia,Very High,Developed,21.0,2007,11.75,1.2038147370176369
ZAF,South Africa,High,SSA,106.0,2007,9.079999924,0.39691856664056296
ESP,Spain,Very High,Developed,28.0,2007,9.119999886,0.4090068869530413
SWE,Sweden,Very High,Developed,5.0,2007,12.39999962,1.4002500138698732
CHE,Switzerland,Very High,Developed,2.0,2007,12.27313095,1.3619092494316958
TGO,Togo,Medium,SSA,161.0,2007,3.309002235,-1.3471248048806896
TTO,Trinidad and Tobago,Very High,LAC,72.0,2007,10.13055574,0.7144052485015272
TUN,Tunisia,High,AS,105.0,2007,6.142352697,-0.49086279287769385
TUR,Turkey,Very High,ECA,51.0,2007,6.139999866,-0.4915738379224147
UKR,Ukraine,High,ECA,87.0,2007,11.40293943,1.0989301539275034
USA,United States,Very High,Developed,17.0,2007,12.94999981,1.5664646334898553
URY,Uruguay,Very High,LAC,48.0,2007,8.184999943,0.12644214843822382
DZA,Algeria,High,AS,96.0,2008,6.289999962,-0.44624256467394424
AGO,Angola,Medium,SSA,148.0,2008,3.747595851,-1.2145781760309935
ARG,Argentina,Very High,LAC,47.0,2008,10.40999985,0.7988555765072219
AUS,Australia,Very High,Developed,7.0,2008,11.93999958,1.2612341861230205
AUT,Austria,Very High,Developed,22.0,2008,11.47000027,1.1191964960391243
BEL,Belgium,Very High,Developed,10.0,2008,11.18000031,1.031556102603606
BOL,Bolivia,High,LAC,108.0,2008,7.199999809,-0.17123306254386883
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2008,6.900815075,-0.26164917086905976
BRA,Brazil,High,LAC,84.0,2008,6.670000076,-0.33140337815646354
BGR,Bulgaria,Very High,Developed,55.0,2008,10.59000015,0.8532531602534794
CMR,Cameroon,Medium,SSA,155.0,2008,4.059999943,-1.1201670680648201
CAN,Canada,Very High,Developed,16.0,2008,13.41599998,1.707293750293246
CHL,Chile,Very High,LAC,45.0,2008,10.10999966,0.7081930306146971
CHN,China,High,EAP,78.0,2008,6.871999931,-0.27035734640488074
COL,Colombia,High,LAC,83.0,2008,7.320000172,-0.13496795745307835
CRI,Costa Rica,Very High,LAC,62.0,2008,8.289999962,0.15817402514571352
HRV,Croatia,Very High,Developed,41.0,2008,10.77700033,0.9097661657991105
CZE,Czech Republic,Very High,Developed,29.0,2008,12.18999958,1.3367862598504776
CIV,Ivory Coast,Medium,SSA,157.0,2008,3.891626612,-1.1710508853346184
DNK,Denmark,Very High,Developed,4.0,2008,12.88000011,1.5453101435086556
ECU,Ecuador,High,LAC,88.0,2008,7.730000019,-0.011062602777917648
EGY,Egypt,High,AS,100.0,2008,6.898181915,-0.26244493366288435
FRA,France,Very High,Developed,26.0,2008,10.64999962,0.8713854977776727
DEU,Germany,Very High,Developed,5.0,2008,13.76000023,1.8112534792943005
GHA,Ghana,Medium,SSA,143.0,2008,5.639993121,-0.6426800237722784
GRC,Greece,Very High,Developed,34.0,2008,10.10000038,0.7051711652555714
HND,Honduras,Medium,LAC,139.0,2008,5.107499838,-0.8036039108786454
ISL,Iceland,Very High,Developed,1.0,2008,12.74000011,1.50300098222128
IRN,Iran,High,SA,75.0,2008,9.390000343,0.49060326468788595
IRL,Republic of Ireland,Very High,Developed,11.0,2008,11.42333349,1.1050934080263919
ITA,Italy,Very High,Developed,29.0,2008,9.649999619,0.569177202565636
JAM,Jamaica,High,LAC,117.0,2008,8.18949964,0.12780199419620467
JPN,Japan,Very High,Developed,23.0,2008,12.44099979,1.4126406053365863
PRK,North Korea,Other Countries or Territories,EAP,,2008,7.8139635799999985,0.014311881826449227
KOR,South Korea,Very High,Developed,20.0,2008,10.96249986,0.9658256624669851
MEX,Mexico,High,LAC,81.0,2008,7.949999809,0.05542315863850281
MAR,Morocco,High,AS,120.0,2008,4.06,-1.1201670508389474
NLD,Netherlands,Very High,Developed,8.0,2008,11.90999985,1.2521680188719653
NZL,New Zealand,Very High,Developed,17.0,2008,13.34799995,1.6867435771731287
NGA,Nigeria,Medium,SSA,164.0,2008,6.156649852,-0.4865420740430822
NOR,Norway,Very High,Developed,2.0,2008,12.47999954,1.4244266532859962
PAN,Panama,Very High,LAC,59.0,2008,8.999999809,0.3727418682938231
PRY,Paraguay,High,LAC,99.0,2008,7.389999866,-0.11381346928512862
PER,Peru,High,LAC,79.0,2008,8.18999958,0.1279530802111622
POL,Poland,Very High,Developed,35.0,2008,12.17000008,1.3307422450564284
PRT,Portugal,Very High,Developed,40.0,2008,7.78000021,0.004047869689358014
QAT,Qatar,Very High,AS,43.0,2008,9.590000153,0.5510448662502755
ROU,Romania,Very High,Developed,55.0,2008,10.67000008,0.877429802691685
RUS,Russia,Very High,Developed,64.0,2008,12.30000019,1.370029356637619
SAU,Saudi Arabia,Very High,AS,37.0,2008,8.471111033,0.2129072931019165
SEN,Senegal,Low,SSA,169.0,2008,1.880000019,-1.7789811280004169
SRB,Serbia,Very High,ECA,62.0,2008,10.23999977,0.7474801421958875
SVK,Slovakia,Very High,Developed,44.0,2008,11.82800007,1.227387005175184
SVN,Slovenia,Very High,Developed,21.0,2008,11.90999985,1.2521680188719653
ZAF,South Africa,High,SSA,106.0,2008,9.220000267,0.43922783158538437
ESP,Spain,Very High,Developed,28.0,2008,9.18999958,0.43016137512099106
SWE,Sweden,Very High,Developed,5.0,2008,12.06999969,1.3005212977042104
CHE,Switzerland,Very High,Developed,2.0,2008,12.80656555,1.5231176103436024
TGO,Togo,Medium,SSA,161.0,2008,3.324501075,-1.3424409268712094
TTO,Trinidad and Tobago,Very High,LAC,72.0,2008,10.30000019,0.7656127668179611
TUN,Tunisia,High,AS,105.0,2008,6.309999943,-0.4401984045177051
TUR,Turkey,Very High,ECA,51.0,2008,6.400000095,-0.41299961204015967
UKR,Ukraine,High,ECA,87.0,2008,11.43948731,1.1099752264248726
USA,United States,Very High,Developed,17.0,2008,12.98999977,1.578552953197917
URY,Uruguay,Very High,LAC,48.0,2008,8.369999886,0.1823506657706697
DZA,Algeria,High,AS,96.0,2009,6.053333282,-0.5177651984987143
AGO,Angola,Medium,SSA,148.0,2009,3.787996544,-1.202368751486288
ARG,Argentina,Very High,LAC,47.0,2009,10.53999996,0.8381426880884119
AUS,Australia,Very High,Developed,7.0,2009,11.98999977,1.2763446582880882
AUT,Austria,Very High,Developed,22.0,2009,11.67000008,1.179638097601514
BEL,Belgium,Very High,Developed,10.0,2009,11.31999969,1.0738650765218387
BOL,Bolivia,High,LAC,108.0,2009,7.480000019,-0.08661467650537487
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2009,7.005407604,-0.23004044101966278
BRA,Brazil,High,LAC,84.0,2009,6.769999981,-0.3011825773752687
BGR,Bulgaria,Very High,Developed,55.0,2009,10.64000034,0.8683636324185471
CMR,Cameroon,Medium,SSA,155.0,2009,4.629999876,-0.9479083602141734
CAN,Canada,Very High,Developed,16.0,2009,13.46400013,1.721799793780162
CHL,Chile,Very High,LAC,45.0,2009,9.980000019,0.6689060607691973
CHN,China,High,EAP,78.0,2009,6.965999937,-0.24194976487010708
COL,Colombia,High,LAC,83.0,2009,7.25,-0.15612259007659318
CRI,Costa Rica,Very High,LAC,62.0,2009,8.359999657,0.17932851361587157
HRV,Croatia,Very High,Developed,41.0,2009,10.89800034,0.9463333725052827
CZE,Czech Republic,Very High,Developed,29.0,2009,12.28999996,1.3670072041806123
CIV,Ivory Coast,Medium,SSA,157.0,2009,3.984376402,-1.1430211294454735
DNK,Denmark,Very High,Developed,4.0,2009,12.47000027,1.4214047909489531
ECU,Ecuador,High,LAC,88.0,2009,7.739999771,-0.00804059477647659
EGY,Egypt,High,AS,100.0,2009,7.137272835,-0.19018967440126208
FRA,France,Very High,Developed,26.0,2009,10.63000011,0.8653414799615406
DEU,Germany,Very High,Developed,5.0,2009,13.82999992,1.8324079662534174
GHA,Ghana,Medium,SSA,143.0,2009,5.69963051,-0.624657110129714
GRC,Greece,Very High,Developed,34.0,2009,10.15500021,0.7217925701002018
HND,Honduras,Medium,LAC,139.0,2009,5.264999866,-0.756006095968515
ISL,Iceland,Very High,Developed,1.0,2009,12.83000006,1.5301997136527496
IRN,Iran,High,SA,75.0,2009,9.550000191,0.5389565459377977
IRL,Republic of Ireland,Very High,Developed,11.0,2009,11.49666659,1.1272552791378443
ITA,Italy,Very High,Developed,29.0,2009,9.729999542,0.5933538428883833
JAM,Jamaica,High,LAC,117.0,2009,8.27299962,0.15303638077700976
JPN,Japan,Very High,Developed,23.0,2009,12.48549976,1.426088865393825
PRK,North Korea,Other Countries or Territories,EAP,,2009,7.92064500056,0.04655189203244578
KOR,South Korea,Very High,Developed,20.0,2009,10.86999989,0.9378714042540751
MEX,Mexico,High,LAC,81.0,2009,8.140000343,0.11284289605059983
MAR,Morocco,High,AS,120.0,2009,4.15,-1.0929683042970626
NLD,Netherlands,Very High,Developed,8.0,2009,11.93999958,1.2612341861230205
NZL,New Zealand,Very High,Developed,17.0,2009,13.36200008,1.6909745325889445
NGA,Nigeria,Medium,SSA,164.0,2009,6.194740673,-0.4750307119769567
NOR,Norway,Very High,Developed,2.0,2009,12.5,1.4304709582000084
PAN,Panama,Very High,LAC,59.0,2009,9.139999771,0.4150510180972837
PRY,Paraguay,High,LAC,99.0,2009,7.03000021,-0.22260835149301364
PER,Peru,High,LAC,79.0,2009,8.220000267,0.13701953667555547
POL,Poland,Very High,Developed,35.0,2009,12.34000015,1.38211767634568
PRT,Portugal,Very High,Developed,40.0,2009,7.929999828,0.04937899848226364
QAT,Qatar,Very High,AS,43.0,2009,9.159999847,0.4210952069633108
ROU,Romania,Very High,Developed,55.0,2009,10.69999981,0.8864959699427403
RUS,Russia,Very High,Developed,64.0,2009,12.32000017,1.3760735164916493
SAU,Saudi Arabia,Very High,AS,37.0,2009,8.708888796,0.28476570542562
SEN,Senegal,Low,SSA,169.0,2009,2.050000048,-1.7276057091017052
SRB,Serbia,Very High,ECA,62.0,2009,10.30000019,0.7656127668179611
SVK,Slovakia,Very High,Developed,44.0,2009,12.05200005,1.29508165719082
SVN,Slovenia,Very High,Developed,21.0,2009,12.02999973,1.2884329779961492
ZAF,South Africa,High,SSA,106.0,2009,9.600000381,0.5540670181028648
ESP,Spain,Very High,Developed,28.0,2009,9.25,0.44829399974306455
SWE,Sweden,Very High,Developed,5.0,2009,12.14000034,1.3216760747832903
CHE,Switzerland,Very High,Developed,2.0,2009,13.34000015,1.684325971255509
TGO,Togo,Medium,SSA,161.0,2009,3.339999914,-1.3377570491639375
TTO,Trinidad and Tobago,Very High,LAC,72.0,2009,10.30000019,0.7656127668179611
TUN,Tunisia,High,AS,105.0,2009,6.480000019,-0.3888229714152037
TUR,Turkey,Very High,ECA,51.0,2009,6.570000172,-0.36162417863545
UKR,Ukraine,High,ECA,87.0,2009,11.47603519,1.1210202989222413
USA,United States,Very High,Developed,17.0,2009,13.01000023,1.5845972581119288
URY,Uruguay,Very High,LAC,48.0,2009,8.369999886,0.1823506657706697
DZA,Algeria,High,AS,96.0,2010,5.816666603,-0.5892878320212761
AGO,Angola,Medium,SSA,148.0,2010,3.828397237,-1.1901593269415824
ARG,Argentina,Very High,LAC,47.0,2010,10.60000038,0.8562753127104858
AUS,Australia,Very High,Developed,7.0,2010,12.02999973,1.2884329779961492
AUT,Austria,Very High,Developed,22.0,2010,11.71000004,1.1917264173095756
BEL,Belgium,Very High,Developed,10.0,2010,11.42000008,1.1040860238740566
BOL,Bolivia,High,LAC,108.0,2010,7.710000038,-0.017106762934156555
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2010,7.110000134,-0.19843171086805775
BRA,Brazil,High,LAC,84.0,2010,6.880000114,-0.26793962474148414
BGR,Bulgaria,Very High,Developed,55.0,2010,10.72000027,0.8925402748567526
CMR,Cameroon,Medium,SSA,155.0,2010,5.199999809,-0.7756496523635266
CAN,Canada,Very High,Developed,16.0,2010,13.51200027,1.7363058342449949
CHL,Chile,Very High,LAC,45.0,2010,9.850000381,0.629619091830322
CHN,China,High,EAP,78.0,2010,7.059999943,-0.2135421833353334
COL,Colombia,High,LAC,83.0,2010,7.389999866,-0.11381346928512862
CRI,Costa Rica,Very High,LAC,62.0,2010,8.229999542,0.14004140052364
HRV,Croatia,Very High,Developed,41.0,2010,11.01900034,0.9829005761893721
CZE,Czech Republic,Very High,Developed,29.0,2010,12.39000034,1.3972281485107476
CIV,Ivory Coast,Medium,SSA,157.0,2010,4.077126192,-1.114991373556329
DNK,Denmark,Very High,Developed,4.0,2010,12.43000031,1.4093164712408919
ECU,Ecuador,High,LAC,88.0,2010,7.849999905,0.025202358159516065
EGY,Egypt,High,AS,100.0,2010,7.376363754,-0.11793441544184818
FRA,France,Very High,Developed,26.0,2010,10.77999973,0.9106726093588632
DEU,Germany,Very High,Developed,5.0,2010,13.85000038,1.8384522711674298
GHA,Ghana,Medium,SSA,143.0,2010,5.7592679,-0.6066341961849416
GRC,Greece,Very High,Developed,34.0,2010,10.21000004,0.7384139749448323
HND,Honduras,Medium,LAC,139.0,2010,5.422499895,-0.7084082807561766
ISL,Iceland,Very High,Developed,1.0,2010,12.92000001,1.5573984450842198
IRN,Iran,High,SA,75.0,2010,9.710000038,0.5873098268855012
IRL,Republic of Ireland,Very High,Developed,11.0,2010,11.56999969,1.149417150249296
ITA,Italy,Very High,Developed,29.0,2010,9.819999695,0.620552635668137
JAM,Jamaica,High,LAC,117.0,2010,8.3564996,0.17827076735781433
JPN,Japan,Very High,Developed,23.0,2010,12.52999973,1.4395371254510636
PRK,North Korea,Other Countries or Territories,EAP,,2010,8.0213245466,0.07697808597348989
KOR,South Korea,Very High,Developed,20.0,2010,11.64000034,1.170571927328376
MEX,Mexico,High,LAC,81.0,2010,8.010000229,0.07355578326057606
MAR,Morocco,High,AS,120.0,2010,4.24,-1.065769557755178
NLD,Netherlands,Very High,Developed,8.0,2010,11.97999954,1.2733225058310818
NZL,New Zealand,Very High,Developed,17.0,2010,13.37600021,1.6952054880047607
NGA,Nigeria,Medium,SSA,164.0,2010,6.232831494,-0.4635193499108312
NOR,Norway,Very High,Developed,2.0,2010,12.55000019,1.445581430365076
PAN,Panama,Very High,LAC,59.0,2010,9.279999733,0.4573601679007448
PRY,Paraguay,High,LAC,99.0,2010,7.28000021,-0.14705627776555644
PER,Peru,High,LAC,79.0,2010,8.869999886,0.3334548132255841
POL,Poland,Very High,Developed,35.0,2010,12.31000042,1.3730515090946247
PRT,Portugal,Very High,Developed,40.0,2010,8.06000042,0.08866625572785199
QAT,Qatar,Very High,AS,43.0,2010,8.550000191,0.23674825102796884
ROU,Romania,Very High,Developed,55.0,2010,10.72999954,0.8955621371937955
RUS,Russia,Very High,Developed,64.0,2010,12.34000015,1.38211767634568
SAU,Saudi Arabia,Very High,AS,37.0,2010,8.946666559,0.35662411774932357
SEN,Senegal,Low,SSA,169.0,2010,2.220000076,-1.676230290505202
SRB,Serbia,Very High,ECA,62.0,2010,10.36999989,0.7867672567991607
SVK,Slovakia,Very High,Developed,44.0,2010,12.27600002,1.3627763061843725
SVN,Slovenia,Very High,Developed,21.0,2010,12.06000042,1.2974994353671676
ZAF,South Africa,High,SSA,106.0,2010,9.670000076,0.5752215065730234
ESP,Spain,Very High,Developed,28.0,2010,9.359999657,0.48153680852570047
SWE,Sweden,Very High,Developed,5.0,2010,12.21000004,1.34283056476449
CHE,Switzerland,Very High,Developed,2.0,2010,13.31999969,1.6782816663414966
TGO,Togo,Medium,SSA,161.0,2010,3.49000001,-1.2924257759154667
TTO,Trinidad and Tobago,Very High,LAC,72.0,2010,10.47000027,0.8169882011292954
TUN,Tunisia,High,AS,105.0,2010,6.650000095,-0.3374475383127024
TUR,Turkey,Very High,ECA,51.0,2010,7.090000153,-0.20447587102429665
UKR,Ukraine,High,ECA,87.0,2010,11.51258308,1.1320653744416938
USA,United States,Very High,Developed,17.0,2010,13.05000019,1.5966855778199904
URY,Uruguay,Very High,LAC,48.0,2010,8.329999924,0.17026234545819133
DZA,Algeria,High,AS,96.0,2011,5.579999924,-0.6608104655438378
AGO,Angola,Medium,SSA,148.0,2011,3.86879793,-1.1779499023968771
ARG,Argentina,Very High,LAC,47.0,2011,10.69999981,0.8864959699427403
AUS,Australia,Very High,Developed,7.0,2011,12.11999989,1.3156317728913614
AUT,Austria,Very High,Developed,22.0,2011,11.71000004,1.1917264173095756
BEL,Belgium,Very High,Developed,10.0,2011,11.47000027,1.1191964960391243
BOL,Bolivia,High,LAC,108.0,2011,7.940000057,0.05240115063706149
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2011,7.239999771,-0.15914474223139102
BRA,Brazil,High,LAC,84.0,2011,7.010000229,-0.22865251164925254
BGR,Bulgaria,Very High,Developed,55.0,2011,10.77999973,0.9106726093588632
CMR,Cameroon,Medium,SSA,155.0,2011,5.352463603,-0.7295738291433032
CAN,Canada,Very High,Developed,16.0,2011,13.56000042,1.7508118777319108
CHL,Chile,Very High,LAC,45.0,2011,9.539999962,0.5359343937829996
CHN,China,High,EAP,78.0,2011,7.154564977,-0.18496384565210358
COL,Colombia,High,LAC,83.0,2011,7.519999981,-0.07452635619289705
CRI,Costa Rica,Very High,LAC,62.0,2011,8.350000381,0.1763066494655787
HRV,Croatia,Very High,Developed,41.0,2011,11.14000034,1.0194677798734615
CZE,Czech Republic,Very High,Developed,29.0,2011,12.47000027,1.4214047909489531
CIV,Ivory Coast,Medium,SSA,157.0,2011,4.227844601,-1.0694430201609166
DNK,Denmark,Very High,Developed,4.0,2011,12.47000027,1.4214047909489531
ECU,Ecuador,High,LAC,88.0,2011,7.909999847,0.043334838326024736
EGY,Egypt,High,AS,100.0,2011,7.615454674,-0.04567915618022568
FRA,France,Very High,Developed,26.0,2011,10.85000038,0.9318273864379432
DEU,Germany,Very High,Developed,5.0,2011,13.93000031,1.8626289136056353
GHA,Ghana,Medium,SSA,143.0,2011,5.789938557,-0.5973652692292074
GRC,Greece,Very High,Developed,34.0,2011,10.30750012,0.7678793078752041
HND,Honduras,Medium,LAC,139.0,2011,5.579999924,-0.6608104655438378
ISL,Iceland,Very High,Developed,1.0,2011,13.00999996,1.5845971765156894
IRN,Iran,High,SA,75.0,2011,9.800000191,0.6145086196652549
IRL,Republic of Ireland,Very High,Developed,11.0,2011,11.0,0.9771585158352651
ITA,Italy,Very High,Developed,29.0,2011,9.899999619,0.6447292762930932
JAM,Jamaica,High,LAC,117.0,2011,8.43999958,0.2035051539386194
JPN,Japan,Very High,Developed,23.0,2011,12.54399977,1.4437680536681328
PRK,North Korea,Other Countries or Territories,EAP,,2011,8.101693402560002,0.10126622089701559
KOR,South Korea,Very High,Developed,20.0,2011,11.73600025,1.1995838964409729
MEX,Mexico,High,LAC,81.0,2011,8.25,0.14608570483323569
MAR,Morocco,High,AS,120.0,2011,4.468,-0.9968660665157372
NLD,Netherlands,Very High,Developed,8.0,2011,11.96000004,1.2672784910370327
NZL,New Zealand,Very High,Developed,17.0,2011,13.39000034,1.6994364434205764
NGA,Nigeria,Medium,SSA,164.0,2011,6.270922315,-0.45200798784470575
NOR,Norway,Very High,Developed,2.0,2011,12.60999966,1.4637137678892693
PAN,Panama,Very High,LAC,59.0,2011,9.419999758,0.499669336743328
PRY,Paraguay,High,LAC,99.0,2011,7.53000021,-0.0715042040380992
PER,Peru,High,LAC,79.0,2011,8.890000343,0.3394991172329715
POL,Poland,Very High,Developed,35.0,2011,12.55000019,1.445581430365076
PRT,Portugal,Very High,Developed,40.0,2011,8.279999733,0.15515187299091593
QAT,Qatar,Very High,AS,43.0,2011,8.649999619,0.2669689076558071
ROU,Romania,Very High,Developed,55.0,2011,10.85999966,0.9348492517970687
RUS,Russia,Very High,Developed,64.0,2011,12.34636376,1.384040812073251
SAU,Saudi Arabia,Very High,AS,37.0,2011,9.184444322,0.42848253007302656
SEN,Senegal,Low,SSA,169.0,2011,2.390000105,-1.6248548716064908
SRB,Serbia,Very High,ECA,62.0,2011,10.56999969,0.8472088553394671
SVK,Slovakia,Very High,Developed,44.0,2011,12.5,1.4304709582000084
SVN,Slovenia,Very High,Developed,21.0,2011,12.21000004,1.34283056476449
ZAF,South Africa,High,SSA,106.0,2011,9.68999958,0.5812655225759055
ESP,Spain,Very High,Developed,28.0,2011,9.479999542,0.5178017691609261
SWE,Sweden,Very High,Developed,5.0,2011,12.27999973,1.3639850517236065
CHE,Switzerland,Very High,Developed,2.0,2011,13.32999992,1.681303818798503
TGO,Togo,Medium,SSA,161.0,2011,3.640000105,-1.2470945029692047
TTO,Trinidad and Tobago,Very High,LAC,72.0,2011,10.64000034,0.8683636324185471
TUN,Tunisia,High,AS,105.0,2011,6.820000172,-0.2860721049079928
TUR,Turkey,Very High,ECA,51.0,2011,7.360000134,-0.12287963714060053
