iso3,country,hdicode,region,hdi_rank_2023,year,life_expectancy,norm_life_expectancy
DNK,Denmark,Very High,Developed,4.0,2013,80.306,1.2245687013982314
ECU,Ecuador,High,LAC,88.0,2013,75.832,0.7553953146446121
EGY,Egypt,High,AS,100.0,2013,69.632,0.10522209205354562
FRA,France,Very High,Developed,26.0,2013,81.979,1.4000106048490146
DEU,Germany,Very High,Developed,5.0,2013,80.454,1.2400889654213725
GHA,Ghana,Medium,SSA,143.0,2013,62.397,-0.653488112050709
GRC,Greece,Very High,Developed,34.0,2013,81.067,1.3043722211388442
HND,Honduras,Medium,LAC,139.0,2013,70.765,0.22403600514962252
ISL,Iceland,Very High,Developed,1.0,2013,81.743,1.3752620757310317
IRN,Iran,High,SA,75.0,2013,75.349,0.7047447232717928
IRL,Republic of Ireland,Very High,Developed,11.0,2013,81.065,1.3041624878412346
ITA,Italy,Very High,Developed,29.0,2013,82.652,1.4705858594947874
JAM,Jamaica,High,LAC,117.0,2013,72.435,0.3991633086539909
JPN,Japan,Very High,Developed,23.0,2013,83.402,1.5492358460985454
PRK,North Korea,Other Countries or Territories,EAP,,2013,71.867,0.33959905213274494
KOR,South Korea,Very High,Developed,20.0,2013,81.836,1.385014674069898
MEX,Mexico,High,LAC,81.0,2013,74.289,0.5935860755384811
MAR,Morocco,High,AS,120.0,2013,72.117,0.3658157143339977
NLD,Netherlands,Very High,Developed,8.0,2013,81.301,1.3289110169592175
NZL,New Zealand,Very High,Developed,17.0,2013,81.612,1.3615245447375752
NGA,Nigeria,Medium,SSA,164.0,2013,51.827,-1.7619285899196744
NOR,Norway,Very High,Developed,2.0,2013,81.668,1.3673970770706572
PAN,Panama,Very High,LAC,59.0,2013,77.129,0.8914073581447124
PRY,Paraguay,High,LAC,99.0,2013,73.292,0.4890340266798852
PER,Peru,High,LAC,79.0,2013,74.591,0.6252558034775936
POL,Poland,Very High,Developed,35.0,2013,77.076,0.8858494257580456
PRT,Portugal,Very High,Developed,40.0,2013,80.903,1.2871740907348237
QAT,Qatar,Very High,AS,43.0,2013,80.974,1.2946196227999793
ROU,Romania,Very High,Developed,55.0,2013,74.918,0.6595471976368334
RUS,Russia,Very High,Developed,64.0,2013,70.64,0.21092767404899615
SAU,Saudi Arabia,Very High,AS,37.0,2013,76.517,0.8272289690760448
SEN,Senegal,Low,SSA,169.0,2013,65.638,-0.31361530327366793
SRB,Serbia,Very High,ECA,62.0,2013,75.346,0.7044301233253778
SVK,Slovakia,Very High,Developed,44.0,2013,76.514,0.8269143691296298
SVN,Slovenia,Very High,Developed,21.0,2013,80.088,1.2017077719587386
ZAF,South Africa,High,SSA,106.0,2013,62.388,-0.6544319118899542
ESP,Spain,Very High,Developed,28.0,2013,82.694,1.474990258744598
SWE,Sweden,Very High,Developed,5.0,2013,81.935,1.3953964723015946
CHE,Switzerland,Very High,Developed,2.0,2013,82.689,1.4744659255005719
TGO,Togo,Medium,SSA,161.0,2013,58.345,-1.0784077730086132
TTO,Trinidad and Tobago,Very High,LAC,72.0,2013,72.785,0.43586663573574413
TUN,Tunisia,High,AS,105.0,2013,74.674,0.6339597353284108
TUR,Turkey,Very High,ECA,51.0,2013,76.171,0.7909451085895122
UKR,Ukraine,High,ECA,87.0,2013,71.474,0.2983864591523756
USA,United States,Very High,Developed,17.0,2013,78.817,1.0684222613275696
URY,Uruguay,Very High,LAC,48.0,2013,76.953,0.8729508279550303
DZA,Algeria,High,AS,96.0,2014,74.992,0.667307329648404
AGO,Angola,Medium,SSA,148.0,2014,60.396,-0.8633262763095356
ARG,Argentina,Very High,LAC,47.0,2014,76.268,0.8011171735235976
AUS,Australia,Very High,Developed,7.0,2014,82.518,1.4565337285549158
AUT,Austria,Very High,Developed,22.0,2014,81.39,1.3382441487028633
BEL,Belgium,Very High,Developed,10.0,2014,81.08,1.3057354875733098
BOL,Bolivia,High,LAC,108.0,2014,66.97,-0.17393292706539407
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2014,77.089,0.8872126921925113
BRA,Brazil,High,LAC,84.0,2014,74.823,0.649584866000356
BGR,Bulgaria,Very High,Developed,55.0,2014,74.466,0.6121474723769672
CMR,Cameroon,Medium,SSA,155.0,2014,59.13,-0.9960874536966793
CAN,Canada,Very High,Developed,16.0,2014,81.837,1.3851195407187036
CHL,Chile,Very High,LAC,45.0,2014,79.714,1.162487645305665
CHN,China,High,EAP,78.0,2014,76.714,0.8478876988906322
COL,Colombia,High,LAC,83.0,2014,75.95,0.7677695792036043
CRI,Costa Rica,Very High,LAC,62.0,2014,80.231,1.216703702737855
HRV,Croatia,Very High,Developed,41.0,2014,77.514,0.9317810179346406
CZE,Czech Republic,Very High,Developed,29.0,2014,78.744,1.0607669959648045
CIV,Ivory Coast,Medium,SSA,157.0,2014,57.772,-1.1384963627738844
DNK,Denmark,Very High,Developed,4.0,2014,80.632,1.2587552289086656
ECU,Ecuador,High,LAC,88.0,2014,76.141,0.7877991091253617
EGY,Egypt,High,AS,100.0,2014,69.911,0.13447988707014327
FRA,France,Very High,Developed,26.0,2014,82.437,1.4480395300017095
DEU,Germany,Very High,Developed,5.0,2014,80.906,1.2874886906812388
GHA,Ghana,Medium,SSA,143.0,2014,62.832,-0.607871119820529
GRC,Greece,Very High,Developed,34.0,2014,81.12,1.309930153525511
HND,Honduras,Medium,LAC,139.0,2014,71.032,0.25203540038056
ISL,Iceland,Very High,Developed,1.0,2014,82.43,1.4473054634600755
IRN,Iran,High,SA,75.0,2014,75.635,0.7347365848300261
IRL,Republic of Ireland,Very High,Developed,11.0,2014,81.406,1.339922015083744
ITA,Italy,Very High,Developed,29.0,2014,82.901,1.4966976550472344
JAM,Jamaica,High,LAC,117.0,2014,72.357,0.39098371004719973
JPN,Japan,Very High,Developed,23.0,2014,83.643,1.5745087084605531
PRK,North Korea,Other Countries or Territories,EAP,,2014,72.451,0.40084117503487016
KOR,South Korea,Very High,Developed,20.0,2014,82.364,1.4403842646389444
MEX,Mexico,High,LAC,81.0,2014,74.404,0.6056457401510568
MAR,Morocco,High,AS,120.0,2014,72.522,0.40828670710002724
NLD,Netherlands,Very High,Developed,8.0,2014,81.65,1.3655094773921668
NZL,New Zealand,Very High,Developed,17.0,2014,81.411,1.3404463483277687
NGA,Nigeria,Medium,SSA,164.0,2014,51.94,-1.7500786586047081
NOR,Norway,Very High,Developed,2.0,2014,82.087,1.4113362029199563
PAN,Panama,Very High,LAC,59.0,2014,77.365,0.9161558872626939
PRY,Paraguay,High,LAC,99.0,2014,73.415,0.501932624482902
PER,Peru,High,LAC,79.0,2014,75.26,0.695411591528147
POL,Poland,Very High,Developed,35.0,2014,77.312,0.9105979548760287
PRT,Portugal,Very High,Developed,40.0,2014,81.314,1.3302742833936818
QAT,Qatar,Very High,AS,43.0,2014,81.395,1.3387684819468881
ROU,Romania,Very High,Developed,55.0,2014,74.765,0.6435026003696661
RUS,Russia,Very High,Developed,64.0,2014,70.798,0.227496604560188
SAU,Saudi Arabia,Very High,AS,37.0,2014,77.116,0.8900440917102467
SEN,Senegal,Low,SSA,169.0,2014,66.001,-0.27554870975744905
SRB,Serbia,Very High,ECA,62.0,2014,75.478,0.7182725209676383
SVK,Slovakia,Very High,Developed,44.0,2014,76.848,0.8619398298305038
SVN,Slovenia,Very High,Developed,21.0,2014,80.252,1.2189059023627604
ZAF,South Africa,High,SSA,106.0,2014,63.184,-0.5709580594411655
ESP,Spain,Very High,Developed,28.0,2014,82.828,1.4890423896844693
SWE,Sweden,Very High,Developed,5.0,2014,82.224,1.4257029338062428
CHE,Switzerland,Very High,Developed,2.0,2014,83.084,1.5158882517785521
TGO,Togo,Medium,SSA,161.0,2014,58.766,-1.0342589138617038
TTO,Trinidad and Tobago,Very High,LAC,72.0,2014,72.898,0.44771656705071033
TUN,Tunisia,High,AS,105.0,2014,74.784,0.645495066696962
TUR,Turkey,Very High,ECA,51.0,2014,76.452,0.8204126369037194
UKR,Ukraine,High,ECA,87.0,2014,71.803,0.3328875866092235
USA,United States,Very High,Developed,17.0,2014,78.879,1.0749239935534816
URY,Uruguay,Very High,LAC,48.0,2014,77.194,0.8982236903170379
DZA,Algeria,High,AS,96.0,2015,75.159,0.684820059998841
AGO,Angola,Medium,SSA,148.0,2015,61.042,-0.7955824211814985
ARG,Argentina,Very High,LAC,47.0,2015,76.6,0.8359329009268606
AUS,Australia,Very High,Developed,7.0,2015,82.605,1.465657127000952
AUT,Austria,Very High,Developed,22.0,2015,81.159,1.3140199528289065
BEL,Belgium,Very High,Developed,10.0,2015,80.889,1.2857059576515524
BOL,Bolivia,High,LAC,108.0,2015,67.205,-0.14928926459621658
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2015,77.073,0.8855348258116306
BRA,Brazil,High,LAC,84.0,2015,75.106,0.6792621276121743
BGR,Bulgaria,Very High,Developed,55.0,2015,74.621,0.628401802941744
CMR,Cameroon,Medium,SSA,155.0,2015,59.687,-0.9376767303122887
CAN,Canada,Very High,Developed,16.0,2015,81.908,1.3925650727838592
CHL,Chile,Very High,LAC,45.0,2015,80.008,1.193318440054338
CHN,China,High,EAP,78.0,2015,76.975,0.8752578942287397
COL,Colombia,High,LAC,83.0,2015,76.067,0.7800389771137896
CRI,Costa Rica,Very High,LAC,62.0,2015,80.407,1.2351602329275373
HRV,Croatia,Very High,Developed,41.0,2015,77.633,0.9442601491424369
CZE,Czech Republic,Very High,Developed,29.0,2015,78.561,1.0415763992334883
CIV,Ivory Coast,Medium,SSA,157.0,2015,58.281,-1.085119238532134
DNK,Denmark,Very High,Developed,4.0,2015,80.739,1.2699759603308018
ECU,Ecuador,High,LAC,88.0,2015,76.222,0.7962933076785664
EGY,Egypt,High,AS,100.0,2015,70.135,0.1579700164024661
FRA,France,Very High,Developed,26.0,2015,82.149,1.4178379351458668
DEU,Germany,Very High,Developed,5.0,2015,80.566,1.2518340300875346
GHA,Ghana,Medium,SSA,143.0,2015,63.175,-0.5719018592804107
GRC,Greece,Very High,Developed,34.0,2015,80.789,1.275219292771052
HND,Honduras,Medium,LAC,139.0,2015,71.323,0.28255159518281786
ISL,Iceland,Very High,Developed,1.0,2015,82.164,1.419410934877942
IRN,Iran,High,SA,75.0,2015,75.907,0.7632603133049882
IRL,Republic of Ireland,Very High,Developed,11.0,2015,81.533,1.35324007948198
ITA,Italy,Very High,Developed,29.0,2015,82.521,1.4568483285013307
JAM,Jamaica,High,LAC,117.0,2015,72.214,0.37598777926808313
JPN,Japan,Very High,Developed,23.0,2015,83.883,1.5996767041737552
PRK,North Korea,Other Countries or Territories,EAP,,2015,72.825,0.4400613016879452
KOR,South Korea,Very High,Developed,20.0,2015,82.54,1.4588407948286266
MEX,Mexico,High,LAC,81.0,2015,74.431,0.6084771396687921
MAR,Morocco,High,AS,120.0,2015,72.894,0.44729710045549126
NLD,Netherlands,Very High,Developed,8.0,2015,81.49,1.348730813583364
NZL,New Zealand,Very High,Developed,17.0,2015,81.587,1.3589028785174508
NGA,Nigeria,Medium,SSA,164.0,2015,51.939,-1.750183525253513
NOR,Norway,Very High,Developed,2.0,2015,82.273,1.4308413995976876
PAN,Panama,Very High,LAC,59.0,2015,77.583,0.9390168167021867
PRY,Paraguay,High,LAC,99.0,2015,73.454,0.5060224237862961
PER,Peru,High,LAC,79.0,2015,75.732,0.7449086497641115
POL,Poland,Very High,Developed,35.0,2015,77.589,0.9396460165950168
PRT,Portugal,Very High,Developed,40.0,2015,81.321,1.3310083499353174
QAT,Qatar,Very High,AS,43.0,2015,81.785,1.3796664749808423
ROU,Romania,Very High,Developed,55.0,2015,74.737,0.6405663342031253
RUS,Russia,Very High,Developed,64.0,2015,71.345,0.28485866145652866
SAU,Saudi Arabia,Very High,AS,37.0,2015,77.776,0.9592560799215536
SEN,Senegal,Low,SSA,169.0,2015,66.451,-0.22835871779519532
SRB,Serbia,Very High,ECA,62.0,2015,75.653,0.7366241845085164
SVK,Slovakia,Very High,Developed,44.0,2015,76.65,0.8411762333671122
SVN,Slovenia,Very High,Developed,21.0,2015,80.499,1.2448079646175982
ZAF,South Africa,High,SSA,106.0,2015,64.053,-0.4798289416296111
ESP,Spain,Very High,Developed,28.0,2015,82.611,1.4662863268937822
SWE,Sweden,Very High,Developed,5.0,2015,82.184,1.4215082678540418
CHE,Switzerland,Very High,Developed,2.0,2015,82.846,1.4909299893629597
TGO,Togo,Medium,SSA,161.0,2015,59.22,-0.9866494553042287
TTO,Trinidad and Tobago,Very High,LAC,72.0,2015,72.882,0.4460387006698311
TUN,Tunisia,High,AS,105.0,2015,74.875,0.6550379317382173
TUR,Turkey,Very High,ECA,51.0,2015,76.539,0.8295360353497556
UKR,Ukraine,High,ECA,87.0,2015,72.686,0.42548483750404914
USA,United States,Very High,Developed,17.0,2015,78.722,1.0584599296910937
URY,Uruguay,Very High,LAC,48.0,2015,77.285,0.9077665553582932
DZA,Algeria,High,AS,96.0,2016,75.31,0.7006549239683972
AGO,Angola,Medium,SSA,148.0,2016,61.619,-0.7350743648210074
ARG,Argentina,Very High,LAC,47.0,2016,76.105,0.7840239097683811
AUS,Australia,Very High,Developed,7.0,2016,82.801,1.486210990166734
AUT,Austria,Very High,Developed,22.0,2016,81.592,1.3594272117614754
BEL,Belgium,Very High,Developed,10.0,2016,81.265,1.3251358176022372
BOL,Bolivia,High,LAC,108.0,2016,67.392,-0.12967920126967977
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2016,77.124,0.8908830249006864
BRA,Brazil,High,LAC,84.0,2016,75.081,0.6766404613920499
BGR,Bulgaria,Very High,Developed,55.0,2016,74.827,0.6500043325955766
CMR,Cameroon,Medium,SSA,155.0,2016,60.293,-0.8741275411364519
CAN,Canada,Very High,Developed,16.0,2016,82.03,1.4053588039380704
CHL,Chile,Very High,LAC,45.0,2016,80.295,1.2234151682613765
CHN,China,High,EAP,78.0,2016,77.214,0.9003210232931377
COL,Colombia,High,LAC,83.0,2016,76.228,0.7969225075713965
CRI,Costa Rica,Very High,LAC,62.0,2016,79.988,1.1912211070782381
HRV,Croatia,Very High,Developed,41.0,2016,77.629,0.9438406825472179
CZE,Czech Republic,Very High,Developed,29.0,2016,78.974,1.0848863251899574
CIV,Ivory Coast,Medium,SSA,157.0,2016,58.814,-1.0292253147190629
DNK,Denmark,Very High,Developed,4.0,2016,80.881,1.284867024461113
ECU,Ecuador,High,LAC,88.0,2016,76.094,0.782870376631525
EGY,Egypt,High,AS,100.0,2016,70.437,0.18963974434157863
FRA,France,Very High,Developed,26.0,2016,82.401,1.444264330644729
DEU,Germany,Very High,Developed,5.0,2016,80.837,1.2802528919136926
GHA,Ghana,Medium,SSA,143.0,2016,63.522,-0.5355131321450718
GRC,Greece,Very High,Developed,34.0,2016,81.269,1.3255552841974576
HND,Honduras,Medium,LAC,139.0,2016,71.615,0.3131726566338812
ISL,Iceland,Very High,Developed,1.0,2016,81.829,1.3842806075282625
IRN,Iran,High,SA,75.0,2016,76.155,0.7892672422086314
IRL,Republic of Ireland,Very High,Developed,11.0,2016,81.684,1.3690749434515364
ITA,Italy,Very High,Developed,29.0,2016,83.046,1.5119033191239621
JAM,Jamaica,High,LAC,117.0,2016,72.052,0.3589993821616722
JPN,Japan,Very High,Developed,23.0,2016,84.057,1.6179235010658277
PRK,North Korea,Other Countries or Territories,EAP,,2016,72.971,0.4553718324134769
KOR,South Korea,Very High,Developed,20.0,2016,82.92,1.4986901213745303
MEX,Mexico,High,LAC,81.0,2016,74.376,0.6027094739845174
MAR,Morocco,High,AS,120.0,2016,73.228,0.48232256115636374
NLD,Netherlands,Very High,Developed,8.0,2016,81.555,1.355547145755691
NZL,New Zealand,Very High,Developed,17.0,2016,82.003,1.402527404420335
NGA,Nigeria,Medium,SSA,164.0,2016,52.189,-1.7239668630522602
NOR,Norway,Very High,Developed,2.0,2016,82.415,1.4457324637280002
PAN,Panama,Very High,LAC,59.0,2016,77.772,0.9588366133263345
PRY,Paraguay,High,LAC,99.0,2016,73.487,0.5094830231968616
PER,Peru,High,LAC,79.0,2016,75.951,0.7678744458524084
POL,Poland,Very High,Developed,35.0,2016,77.639,0.944889349035267
PRT,Portugal,Very High,Developed,40.0,2016,81.364,1.3355176158339335
QAT,Qatar,Very High,AS,43.0,2016,82.147,1.4176282018482573
ROU,Romania,Very High,Developed,55.0,2016,75.021,0.670348462463749
RUS,Russia,Very High,Developed,64.0,2016,71.91,0.3441083180313596
SAU,Saudi Arabia,Very High,AS,37.0,2016,78.354,1.0198690029308501
SEN,Senegal,Low,SSA,169.0,2016,66.724,-0.19973012267142626
SRB,Serbia,Very High,ECA,62.0,2016,75.737,0.7454329830081362
SVK,Slovakia,Very High,Developed,44.0,2016,77.216,0.9005307565907472
SVN,Slovenia,Very High,Developed,21.0,2016,80.512,1.2461712310520638
ZAF,South Africa,High,SSA,106.0,2016,64.749,-0.40684175406132367
ESP,Spain,Very High,Developed,28.0,2016,83.0,1.507079453278931
SWE,Sweden,Very High,Developed,5.0,2016,82.339,1.4377625984188187
CHE,Switzerland,Very High,Developed,2.0,2016,83.446,1.5538499786459656
TGO,Togo,Medium,SSA,161.0,2016,59.669,-0.939564329990779
TTO,Trinidad and Tobago,Very High,LAC,72.0,2016,72.935,0.4515966330564964
TUN,Tunisia,High,AS,105.0,2016,75.007,0.6688803293804793
TUR,Turkey,Very High,ECA,51.0,2016,76.595,0.835408567682836
UKR,Ukraine,High,ECA,87.0,2016,73.389,0.49920609161397067
USA,United States,Very High,Developed,17.0,2016,78.686,1.0546847303341147
URY,Uruguay,Very High,LAC,48.0,2016,77.351,0.9146877541794243
DZA,Algeria,High,AS,96.0,2017,75.431,0.7133437884738031
AGO,Angola,Medium,SSA,148.0,2017,62.122,-0.6823264404720869
ARG,Argentina,Very High,LAC,47.0,2017,76.543,0.8299555019449761
AUS,Australia,Very High,Developed,7.0,2017,82.718,1.4775070583159182
AUT,Austria,Very High,Developed,22.0,2017,81.639,1.3643559442553106
BEL,Belgium,Very High,Developed,10.0,2017,81.362,1.3353078825363225
BOL,Bolivia,High,LAC,108.0,2017,67.536,-0.11457840384175763
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2017,77.385,0.9182532202387952
BRA,Brazil,High,LAC,84.0,2017,75.383,0.7083101893311624
BGR,Bulgaria,Very High,Developed,55.0,2017,74.798,0.6469631997802316
CMR,Cameroon,Medium,SSA,155.0,2017,60.817,-0.819177417162626
CAN,Canada,Very High,Developed,16.0,2017,81.919,1.3937186059207138
CHL,Chile,Very High,LAC,45.0,2017,80.61,1.2564481626349548
CHN,China,High,EAP,78.0,2017,77.235,0.902523222918043
COL,Colombia,High,LAC,83.0,2017,76.418,0.8168471708443498
CRI,Costa Rica,Very High,LAC,62.0,2017,79.994,1.1918503069710682
HRV,Croatia,Very High,Developed,41.0,2017,77.726,0.9540127474813033
CZE,Czech Republic,Very High,Developed,29.0,2017,78.926,1.0798527260473167
CIV,Ivory Coast,Medium,SSA,157.0,2017,59.315,-0.9766871236677527
DNK,Denmark,Very High,Developed,4.0,2017,81.112,1.3090912203350697
ECU,Ecuador,High,LAC,88.0,2017,76.22,0.7960835743809569
EGY,Egypt,High,AS,100.0,2017,70.709,0.21816347281654216
FRA,France,Very High,Developed,26.0,2017,82.439,1.4482492632993191
DEU,Germany,Very High,Developed,5.0,2017,80.937,1.2907395567941933
GHA,Ghana,Medium,SSA,143.0,2017,63.829,-0.5033190709619332
GRC,Greece,Very High,Developed,34.0,2017,80.961,1.2932563563655135
HND,Honduras,Medium,LAC,139.0,2017,71.805,0.3330973199068345
ISL,Iceland,Very High,Developed,1.0,2017,82.241,1.4274856668359277
IRN,Iran,High,SA,75.0,2017,76.396,0.814540104570639
IRL,Republic of Ireland,Very High,Developed,11.0,2017,82.103,1.4130140693008355
ITA,Italy,Very High,Developed,29.0,2017,82.726,1.478345991506358
JAM,Jamaica,High,LAC,117.0,2017,71.879,0.3408574519184051
JPN,Japan,Very High,Developed,23.0,2017,84.189,1.6317658987080883
PRK,North Korea,Other Countries or Territories,EAP,,2017,73.034,0.4619784312881928
KOR,South Korea,Very High,Developed,20.0,2017,83.278,1.5362323816467247
MEX,Mexico,High,LAC,81.0,2017,74.261,0.5906498093719401
MAR,Morocco,High,AS,120.0,2017,73.608,0.5221718877022689
NLD,Netherlands,Very High,Developed,8.0,2017,81.737,1.3746328758382016
NZL,New Zealand,Very High,Developed,17.0,2017,81.605,1.3607904781959412
NGA,Nigeria,Medium,SSA,164.0,2017,52.397,-1.702154600100818
NOR,Norway,Very High,Developed,2.0,2017,82.624,1.4676495933282463
PAN,Panama,Very High,LAC,59.0,2017,77.901,0.97236441102218
PRY,Paraguay,High,LAC,99.0,2017,73.45,0.5056029571910771
PER,Peru,High,LAC,79.0,2017,75.958,0.7686085123940439
POL,Poland,Very High,Developed,35.0,2017,77.716,0.9529640809932527
PRT,Portugal,Very High,Developed,40.0,2017,81.66,1.366558143880216
QAT,Qatar,Very High,AS,43.0,2017,82.458,1.4502417296266148
ROU,Romania,Very High,Developed,55.0,2017,75.024,0.670663062410164
RUS,Russia,Very High,Developed,64.0,2017,72.845,0.44215863466404504
SAU,Saudi Arabia,Very High,AS,37.0,2017,78.721,1.0583550630422895
SEN,Senegal,Low,SSA,169.0,2017,67.059,-0.16459979532174826
SRB,Serbia,Very High,ECA,62.0,2017,75.792,0.7512006486924124
SVK,Slovakia,Very High,Developed,44.0,2017,77.22,0.9009502231859677
SVN,Slovenia,Very High,Developed,21.0,2017,80.616,1.257077362527785
ZAF,South Africa,High,SSA,106.0,2017,65.422,-0.33626649941555115
ESP,Spain,Very High,Developed,28.0,2017,82.986,1.5056113201956614
SWE,Sweden,Very High,Developed,5.0,2017,82.438,1.448144396650515
CHE,Switzerland,Very High,Developed,2.0,2017,83.414,1.5504942458842057
TGO,Togo,Medium,SSA,161.0,2017,60.135,-0.8906964716476438
TTO,Trinidad and Tobago,Very High,LAC,72.0,2017,72.984,0.4567350988479411
TUN,Tunisia,High,AS,105.0,2017,75.177,0.6867076596773313
TUR,Turkey,Very High,ECA,51.0,2017,77.037,0.8817596264546516
UKR,Ukraine,High,ECA,87.0,2017,73.993,0.5625455474921972
USA,United States,Very High,Developed,17.0,2017,78.648,1.0506997976795232
URY,Uruguay,Very High,LAC,48.0,2017,77.618,0.9426871494103617
DZA,Algeria,High,AS,96.0,2018,75.555,0.7263472529256254
AGO,Angola,Medium,SSA,148.0,2018,62.622,-0.6298931160695814
ARG,Argentina,Very High,LAC,47.0,2018,76.77,0.8537602312237126
AUS,Australia,Very High,Developed,7.0,2018,83.258,1.5341350486706233
AUT,Austria,Very High,Developed,22.0,2018,81.686,1.3692846767491473
BEL,Belgium,Very High,Developed,10.0,2018,81.481,1.3477870137441188
BOL,Bolivia,High,LAC,108.0,2018,67.699,-0.0974851400865412
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2018,77.942,0.9766639436231851
BRA,Brazil,High,LAC,84.0,2018,75.633,0.7345268515324151
BGR,Bulgaria,Very High,Developed,55.0,2018,74.933,0.6611201973689087
CMR,Cameroon,Medium,SSA,155.0,2018,61.189,-0.7801670238071621
CAN,Canada,Very High,Developed,16.0,2018,81.925,1.394347805813544
CHL,Chile,Very High,LAC,45.0,2018,80.559,1.251099963545899
CHN,China,High,EAP,78.0,2018,77.709,0.9522300144516186
COL,Colombia,High,LAC,83.0,2018,76.579,0.8337307013019553
CRI,Costa Rica,Very High,LAC,62.0,2018,80.09,1.2019175052563495
HRV,Croatia,Very High,Developed,41.0,2018,77.865,0.9685892116651994
CZE,Czech Republic,Very High,Developed,29.0,2018,78.961,1.0835230587554918
CIV,Ivory Coast,Medium,SSA,157.0,2018,59.795,-0.926351132241347
DNK,Denmark,Very High,Developed,4.0,2018,80.991,1.296402355829664
ECU,Ecuador,High,LAC,88.0,2018,77.248,0.9038864893525087
EGY,Egypt,High,AS,100.0,2018,70.974,0.24595313474987013
FRA,France,Very High,Developed,26.0,2018,82.568,1.461777060995166
DEU,Germany,Very High,Developed,5.0,2018,80.875,1.2842378245682828
GHA,Ghana,Medium,SSA,143.0,2018,64.138,-0.4709152764811843
GRC,Greece,Very High,Developed,34.0,2018,81.495,1.3492551468273901
HND,Honduras,Medium,LAC,139.0,2018,72.001,0.35365118307261645
ISL,Iceland,Very High,Developed,1.0,2018,82.453,1.4497173963825902
IRN,Iran,High,SA,75.0,2018,76.621,0.8381351005517659
IRL,Republic of Ireland,Very High,Developed,11.0,2018,82.123,1.4151114022769369
ITA,Italy,Very High,Developed,29.0,2018,83.184,1.5263749166590528
JAM,Jamaica,High,LAC,117.0,2018,71.606,0.3122288567946361
JPN,Japan,Very High,Developed,23.0,2018,84.289,1.6422525635885903
PRK,North Korea,Other Countries or Territories,EAP,,2018,73.02,0.4605102982049216
KOR,South Korea,Very High,Developed,20.0,2018,83.34,1.542734113872635
MEX,Mexico,High,LAC,81.0,2018,74.301,0.5948444753241412
MAR,Morocco,High,AS,120.0,2018,73.946,0.5576168149983619
NLD,Netherlands,Very High,Developed,8.0,2018,81.781,1.3792470083856232
NZL,New Zealand,Very High,Developed,17.0,2018,81.884,1.3900482732125388
NGA,Nigeria,Medium,SSA,164.0,2018,52.669,-1.6736308716258552
NOR,Norway,Very High,Developed,2.0,2018,82.76,1.4819114575657288
PAN,Panama,Very High,LAC,59.0,2018,78.266,1.0106407378360098
PRY,Paraguay,High,LAC,99.0,2018,73.627,0.5241643540295632
PER,Peru,High,LAC,79.0,2018,76.018,0.7749005113223448
POL,Poland,Very High,Developed,35.0,2018,77.623,0.9432114826543878
PRT,Portugal,Very High,Developed,40.0,2018,81.591,1.35932234511267
QAT,Qatar,Very High,AS,43.0,2018,82.714,1.4770875917206976
ROU,Romania,Very High,Developed,55.0,2018,75.103,0.6789475276657592
RUS,Russia,Very High,Developed,64.0,2018,72.936,0.4517014997053019
SAU,Saudi Arabia,Very High,AS,37.0,2018,78.75,1.0613961958576346
SEN,Senegal,Low,SSA,169.0,2018,67.379,-0.131042467704144
SRB,Serbia,Very High,ECA,62.0,2018,76.036,0.7767881110008351
SVK,Slovakia,Very High,Developed,44.0,2018,77.265,0.9056692223821935
SVN,Slovenia,Very High,Developed,21.0,2018,80.861,1.282769691485013
ZAF,South Africa,High,SSA,106.0,2018,65.726,-0.3043870381788276
ESP,Spain,Very High,Developed,28.0,2018,83.096,1.5171466515642125
SWE,Sweden,Very High,Developed,5.0,2018,82.532,1.4580018616381856
CHE,Switzerland,Very High,Developed,2.0,2018,83.564,1.5662242432049565
TGO,Togo,Medium,SSA,161.0,2018,60.601,-0.8418286133045085
TTO,Trinidad and Tobago,Very High,LAC,72.0,2018,72.658,0.4225485713375082
TUN,Tunisia,High,AS,105.0,2018,75.37,0.7069469228966981
TUR,Turkey,Very High,ECA,51.0,2018,77.454,0.9254890190063397
UKR,Ukraine,High,ECA,87.0,2018,73.569,0.5180820883988734
USA,United States,Very High,Developed,17.0,2018,78.8,1.0666395282978849
URY,Uruguay,Very High,LAC,48.0,2018,77.527,0.9331442843691063
DZA,Algeria,High,AS,96.0,2019,75.682,0.7396653173238613
AGO,Angola,Medium,SSA,148.0,2019,63.051,-0.5849053237322315
ARG,Argentina,Very High,LAC,47.0,2019,76.847,0.8618349631816982
AUS,Australia,Very High,Developed,7.0,2019,83.241,1.5323523156409387
AUT,Austria,Very High,Developed,22.0,2019,81.907,1.3924602061350537
BEL,Belgium,Very High,Developed,10.0,2019,81.835,1.3849098074210926
BOL,Bolivia,High,LAC,108.0,2019,67.82,-0.0847962755811354
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2019,77.394,0.9191970200780404
BRA,Brazil,High,LAC,84.0,2019,75.809,0.7529833817220972
BGR,Bulgaria,Very High,Developed,55.0,2019,75.087,0.67726966128488
